week,vote_choice,gender,age_group,education_level,municipality,weight
2025-W05,Centre Party (C),Women,50-64,Secondary,Stockholm,0.001379
2025-W05,Centre Party (C),Women,50-64,Secondary,Gothenburg,0.001251
2025-W05,Centre Party (C),Women,50-64,Secondary,Malmö,0.000931
2025-W05,Centre Party (C),Women,50-64,Tertiary,Stockholm,0.001423
2025-W05,Centre Party (C),Women,50-64,Tertiary,Gothenburg,0.001142
2025-W05,Centre Party (C),Women,50-64,Tertiary,Malmö,0.000956
2025-W05,Centre Party (C),Women,65+,Primary,Stockholm,0.001354
2025-W05,Centre Party (C),Women,65+,Primary,Gothenburg,0.001209
2025-W05,Centre Party (C),Women,65+,Primary,Malmö,0.001043
2025-W05,Centre Party (C),Women,65+,Secondary,Stockholm,0.001496
2025-W05,Centre Party (C),Women,65+,Secondary,Gothenburg,0.001113
2025-W05,Centre Party (C),Women,65+,Secondary,Malmö,0.000982
2025-W05,Centre Party (C),Women,65+,Tertiary,Stockholm,0.001465
2025-W05,Centre Party (C),Women,65+,Tertiary,Gothenburg,0.001138
2025-W05,Centre Party (C),Women,65+,Tertiary,Malmö,0.000993
2025-W06,Social Democrats (S),Men,18-29,Primary,Stockholm,0.004945
2025-W06,Social Democrats (S),Men,18-29,Primary,Gothenburg,0.004208
2025-W06,Social Democrats (S),Men,18-29,Primary,Malmö,0.002983
2025-W06,Social Democrats (S),Men,18-29,Secondary,Stockholm,0.003714
2025-W06,Social Democrats (S),Men,18-29,Secondary,Gothenburg,0.003287
2025-W06,Social Democrats (S),Men,18-29,Secondary,Malmö,0.002319
2025-W06,Social Democrats (S),Men,18-29,Tertiary,Stockholm,0.003985
2025-W06,Social Democrats (S),Men,18-29,Tertiary,Gothenburg,0.002838
2025-W06,Social Democrats (S),Men,18-29,Tertiary,Malmö,0.002545
2025-W06,Social Democrats (S),Men,30-49,Primary,Stockholm,0.005336
2025-W06,Social Democrats (S),Men,30-49,Primary,Gothenburg,0.004019
2025-W06,Social Democrats (S),Men,30-49,Primary,Malmö,0.003561
2025-W06,Social Democrats (S),Men,30-49,Secondary,Stockholm,0.004066
2025-W06,Social Democrats (S),Men,30-49,Secondary,Gothenburg,0.003136
2025-W06,Social Democrats (S),Men,30-49,Secondary,Malmö,0.002369
2025-W06,Social Democrats (S),Men,30-49,Tertiary,Stockholm,0.004131
2025-W06,Social Democrats (S),Men,30-49,Tertiary,Gothenburg,0.003037
2025-W06,Social Democrats (S),Men,30-49,Tertiary,Malmö,0.002594
2025-W06,Social Democrats (S),Men,50-64,Primary,Stockholm,0.005315
2025-W06,Social Democrats (S),Men,50-64,Primary,Gothenburg,0.003759
2025-W06,Social Democrats (S),Men,50-64,Primary,Malmö,0.003325
2025-W06,Social Democrats (S),Men,50-64,Secondary,Stockholm,0.003807
2025-W06,Social Democrats (S),Men,50-64,Secondary,Gothenburg,0.003291
2025-W06,Social Democrats (S),Men,50-64,Secondary,Malmö,0.00274
2025-W06,Social Democrats (S),Men,50-64,Tertiary,Stockholm,0.004092
2025-W06,Social Democrats (S),Men,50-64,Tertiary,Gothenburg,0.002945
2025-W06,Social Democrats (S),Men,50-64,Tertiary,Malmö,0.002713
2025-W06,Social Democrats (S),Men,65+,Primary,Stockholm,0.004595
2025-W06,Social Democrats (S),Men,65+,Primary,Gothenburg,0.004439
2025-W06,Social Democrats (S),Men,65+,Primary,Malmö,0.003602
2025-W06,Social Democrats (S),Men,65+,Secondary,Stockholm,0.003702
2025-W06,Social Democrats (S),Men,65+,Secondary,Gothenburg,0.003147
2025-W06,Social Democrats (S),Men,65+,Secondary,Malmö,0.00274
2025-W06,Social Democrats (S),Men,65+,Tertiary,Stockholm,0.004129
2025-W06,Social Democrats (S),Men,65+,Tertiary,Gothenburg,0.003418
2025-W06,Social Democrats (S),Men,65+,Tertiary,Malmö,0.00271
2025-W06,Social Democrats (S),Women,18-29,Primary,Stockholm,0.004432
2025-W06,Social Democrats (S),Women,18-29,Primary,Gothenburg,0.004151
2025-W06,Social Democrats (S),Women,18-29,Primary,Malmö,0.003019
2025-W06,Social Democrats (S),Women,18-29,Secondary,Stockholm,0.004145
2025-W06,Social Democrats (S),Women,18-29,Secondary,Gothenburg,0.003014
2025-W06,Social Democrats (S),Women,18-29,Secondary,Malmö,0.002767
2025-W06,Social Democrats (S),Women,18-29,Tertiary,Stockholm,0.003813
2025-W06,Social Democrats (S),Women,18-29,Tertiary,Gothenburg,0.003146
2025-W06,Social Democrats (S),Women,18-29,Tertiary,Malmö,0.002741
2025-W06,Social Democrats (S),Women,30-49,Primary,Stockholm,0.005259
2025-W06,Social Democrats (S),Women,30-49,Primary,Gothenburg,0.004069
2025-W06,Social Democrats (S),Women,30-49,Primary,Malmö,0.003075
2025-W06,Social Democrats (S),Women,30-49,Secondary,Stockholm,0.003487
2025-W06,Social Democrats (S),Women,30-49,Secondary,Gothenburg,0.002937
2025-W06,Social Democrats (S),Women,30-49,Secondary,Malmö,0.002499
2025-W06,Social Democrats (S),Women,30-49,Tertiary,Stockholm,0.003596
2025-W06,Social Democrats (S),Women,30-49,Tertiary,Gothenburg,0.002952
2025-W06,Social Democrats (S),Women,30-49,Tertiary,Malmö,0.002639
2025-W06,Social Democrats (S),Women,50-64,Primary,Stockholm,0.0052
2025-W06,Social Democrats (S),Women,50-64,Primary,Gothenburg,0.004151
2025-W06,Social Democrats (S),Women,50-64,Primary,Malmö,0.003445
2025-W06,Social Democrats (S),Women,50-64,Secondary,Stockholm,0.003535
2025-W06,Social Democrats (S),Women,50-64,Secondary,Gothenburg,0.003374
2025-W06,Social Democrats (S),Women,50-64,Secondary,Malmö,0.00272
2025-W06,Social Democrats (S),Women,50-64,Tertiary,Stockholm,0.004027
2025-W06,Social Democrats (S),Women,50-64,Tertiary,Gothenburg,0.00316
2025-W06,Social Democrats (S),Women,50-64,Tertiary,Malmö,0.002312
2025-W06,Social Democrats (S),Women,65+,Primary,Stockholm,0.00508
2025-W06,Social Democrats (S),Women,65+,Primary,Gothenburg,0.003837
2025-W06,Social Democrats (S),Women,65+,Primary,Malmö,0.003041
2025-W06,Social Democrats (S),Women,65+,Secondary,Stockholm,0.003647
2025-W06,Social Democrats (S),Women,65+,Secondary,Gothenburg,0.002991
2025-W06,Social Democrats (S),Women,65+,Secondary,Malmö,0.002399
2025-W06,Social Democrats (S),Women,65+,Tertiary,Stockholm,0.00358
2025-W06,Social Democrats (S),Women,65+,Tertiary,Gothenburg,0.00331
2025-W06,Social Democrats (S),Women,65+,Tertiary,Malmö,0.002749
2025-W06,Moderate Party (M),Men,18-29,Primary,Stockholm,0.00242
2025-W06,Moderate Party (M),Men,18-29,Primary,Gothenburg,0.002194
2025-W06,Moderate Party (M),Men,18-29,Primary,Malmö,0.001516
2025-W06,Moderate Party (M),Men,18-29,Secondary,Stockholm,0.002597
2025-W06,Moderate Party (M),Men,18-29,Secondary,Gothenburg,0.002181
2025-W06,Moderate Party (M),Men,18-29,Secondary,Malmö,0.001533
2025-W06,Moderate Party (M),Men,18-29,Tertiary,Stockholm,0.003491
2025-W06,Moderate Party (M),Men,18-29,Tertiary,Gothenburg,0.003028
2025-W06,Moderate Party (M),Men,18-29,Tertiary,Malmö,0.002472
2025-W06,Moderate Party (M),Men,30-49,Primary,Stockholm,0.002521
2025-W06,Moderate Party (M),Men,30-49,Primary,Gothenburg,0.002266
2025-W06,Moderate Party (M),Men,30-49,Primary,Malmö,0.001748
2025-W06,Moderate Party (M),Men,30-49,Secondary,Stockholm,0.002425
2025-W06,Moderate Party (M),Men,30-49,Secondary,Gothenburg,0.001939
2025-W06,Moderate Party (M),Men,30-49,Secondary,Malmö,0.00182
2025-W06,Moderate Party (M),Men,30-49,Tertiary,Stockholm,0.003625
2025-W06,Moderate Party (M),Men,30-49,Tertiary,Gothenburg,0.003222
2025-W06,Moderate Party (M),Men,30-49,Tertiary,Malmö,0.002378
2025-W06,Moderate Party (M),Men,50-64,Primary,Stockholm,0.002335
2025-W06,Moderate Party (M),Men,50-64,Primary,Gothenburg,0.001954
2025-W06,Moderate Party (M),Men,50-64,Primary,Malmö,0.001763
2025-W06,Moderate Party (M),Men,50-64,Secondary,Stockholm,0.002573
2025-W06,Moderate Party (M),Men,50-64,Secondary,Gothenburg,0.002065
2025-W06,Moderate Party (M),Men,50-64,Secondary,Malmö,0.001697
2025-W06,Moderate Party (M),Men,50-64,Tertiary,Stockholm,0.003758
2025-W06,Moderate Party (M),Men,50-64,Tertiary,Gothenburg,0.003174
2025-W06,Moderate Party (M),Men,50-64,Tertiary,Malmö,0.002603
2025-W06,Moderate Party (M),Men,65+,Primary,Stockholm,0.002378
2025-W06,Moderate Party (M),Men,65+,Primary,Gothenburg,0.001994
2025-W06,Moderate Party (M),Men,65+,Primary,Malmö,0.001766
2025-W06,Moderate Party (M),Men,65+,Secondary,Stockholm,0.002708
2025-W06,Moderate Party (M),Men,65+,Secondary,Gothenburg,0.001924
2025-W06,Moderate Party (M),Men,65+,Secondary,Malmö,0.001662
2025-W06,Moderate Party (M),Men,65+,Tertiary,Stockholm,0.003934
2025-W06,Moderate Party (M),Men,65+,Tertiary,Gothenburg,0.002884
2025-W06,Moderate Party (M),Men,65+,Tertiary,Malmö,0.002552
2025-W06,Moderate Party (M),Women,18-29,Primary,Stockholm,0.002299
2025-W06,Moderate Party (M),Women,18-29,Primary,Gothenburg,0.00212
2025-W06,Moderate Party (M),Women,18-29,Primary,Malmö,0.001682
2025-W06,Moderate Party (M),Women,18-29,Secondary,Stockholm,0.002557
2025-W06,Moderate Party (M),Women,18-29,Secondary,Gothenburg,0.001953
2025-W06,Moderate Party (M),Women,18-29,Secondary,Malmö,0.001622
2025-W06,Moderate Party (M),Women,18-29,Tertiary,Stockholm,0.003795
2025-W06,Moderate Party (M),Women,18-29,Tertiary,Gothenburg,0.002908
2025-W06,Moderate Party (M),Women,18-29,Tertiary,Malmö,0.002372
2025-W06,Moderate Party (M),Women,30-49,Primary,Stockholm,0.002562
2025-W06,Moderate Party (M),Women,30-49,Primary,Gothenburg,0.001928
2025-W06,Moderate Party (M),Women,30-49,Primary,Malmö,0.001683
2025-W06,Moderate Party (M),Women,30-49,Secondary,Stockholm,0.002676
2025-W06,Moderate Party (M),Women,30-49,Secondary,Gothenburg,0.00208
2025-W06,Moderate Party (M),Women,30-49,Secondary,Malmö,0.001684
2025-W06,Moderate Party (M),Women,30-49,Tertiary,Stockholm,0.003747
2025-W06,Moderate Party (M),Women,30-49,Tertiary,Gothenburg,0.002871
2025-W06,Moderate Party (M),Women,30-49,Tertiary,Malmö,0.002501
2025-W06,Moderate Party (M),Women,50-64,Primary,Stockholm,0.002675
2025-W06,Moderate Party (M),Women,50-64,Primary,Gothenburg,0.002194
2025-W06,Moderate Party (M),Women,50-64,Primary,Malmö,0.001645
2025-W06,Moderate Party (M),Women,50-64,Secondary,Stockholm,0.002679
2025-W06,Moderate Party (M),Women,50-64,Secondary,Gothenburg,0.002203
2025-W06,Moderate Party (M),Women,50-64,Secondary,Malmö,0.001706
2025-W06,Moderate Party (M),Women,50-64,Tertiary,Stockholm,0.003436
2025-W06,Moderate Party (M),Women,50-64,Tertiary,Gothenburg,0.003052
2025-W06,Moderate Party (M),Women,50-64,Tertiary,Malmö,0.0023
2025-W06,Moderate Party (M),Women,65+,Primary,Stockholm,0.002769
2025-W06,Moderate Party (M),Women,65+,Primary,Gothenburg,0.002283
2025-W06,Moderate Party (M),Women,65+,Primary,Malmö,0.001535
2025-W06,Moderate Party (M),Women,65+,Secondary,Stockholm,0.002739
2025-W06,Moderate Party (M),Women,65+,Secondary,Gothenburg,0.001903
2025-W06,Moderate Party (M),Women,65+,Secondary,Malmö,0.001649
2025-W06,Moderate Party (M),Women,65+,Tertiary,Stockholm,0.003983
2025-W06,Moderate Party (M),Women,65+,Tertiary,Gothenburg,0.003317
2025-W06,Moderate Party (M),Women,65+,Tertiary,Malmö,0.002761
2025-W06,Sweden Democrats (SD),Men,18-29,Primary,Stockholm,0.003112
2025-W06,Sweden Democrats (SD),Men,18-29,Primary,Gothenburg,0.00248
2025-W06,Sweden Democrats (SD),Men,18-29,Primary,Malmö,0.002215
2025-W06,Sweden Democrats (SD),Men,18-29,Secondary,Stockholm,0.002953
2025-W06,Sweden Democrats (SD),Men,18-29,Secondary,Gothenburg,0.002706
2025-W06,Sweden Democrats (SD),Men,18-29,Secondary,Malmö,0.00218
2025-W06,Sweden Democrats (SD),Men,18-29,Tertiary,Stockholm,0.002949
2025-W06,Sweden Democrats (SD),Men,18-29,Tertiary,Gothenburg,0.002612
2025-W06,Sweden Democrats (SD),Men,18-29,Tertiary,Malmö,0.002081
2025-W06,Sweden Democrats (SD),Men,30-49,Primary,Stockholm,0.003048
2025-W06,Sweden Democrats (SD),Men,30-49,Primary,Gothenburg,0.002597
2025-W06,Sweden Democrats (SD),Men,30-49,Primary,Malmö,0.001955
2025-W06,Sweden Democrats (SD),Men,30-49,Secondary,Stockholm,0.00283
2025-W06,Sweden Democrats (SD),Men,30-49,Secondary,Gothenburg,0.002539
2025-W06,Sweden Democrats (SD),Men,30-49,Secondary,Malmö,0.002028
2025-W06,Sweden Democrats (SD),Men,30-49,Tertiary,Stockholm,0.003162
2025-W06,Sweden Democrats (SD),Men,30-49,Tertiary,Gothenburg,0.00238
2025-W06,Sweden Democrats (SD),Men,30-49,Tertiary,Malmö,0.001816
2025-W06,Sweden Democrats (SD),Men,50-64,Primary,Stockholm,0.002735
2025-W06,Sweden Democrats (SD),Men,50-64,Primary,Gothenburg,0.002418
2025-W06,Sweden Democrats (SD),Men,50-64,Primary,Malmö,0.002086
2025-W06,Sweden Democrats (SD),Men,50-64,Secondary,Stockholm,0.003051
2025-W06,Sweden Democrats (SD),Men,50-64,Secondary,Gothenburg,0.002536
2025-W06,Sweden Democrats (SD),Men,50-64,Secondary,Malmö,0.002146
2025-W06,Sweden Democrats (SD),Men,50-64,Tertiary,Stockholm,0.002871
2025-W06,Sweden Democrats (SD),Men,50-64,Tertiary,Gothenburg,0.002442
2025-W06,Sweden Democrats (SD),Men,50-64,Tertiary,Malmö,0.001926
2025-W06,Sweden Democrats (SD),Men,65+,Primary,Stockholm,0.003289
2025-W06,Sweden Democrats (SD),Men,65+,Primary,Gothenburg,0.002633
2025-W06,Sweden Democrats (SD),Men,65+,Primary,Malmö,0.00186
2025-W06,Sweden Democrats (SD),Men,65+,Secondary,Stockholm,0.003211
2025-W06,Sweden Democrats (SD),Men,65+,Secondary,Gothenburg,0.002479
2025-W06,Sweden Democrats (SD),Men,65+,Secondary,Malmö,0.002123
2025-W06,Sweden Democrats (SD),Men,65+,Tertiary,Stockholm,0.003256
2025-W06,Sweden Democrats (SD),Men,65+,Tertiary,Gothenburg,0.002276
2025-W06,Sweden Democrats (SD),Men,65+,Tertiary,Malmö,0.001897
2025-W06,Sweden Democrats (SD),Women,18-29,Primary,Stockholm,0.001193
2025-W06,Sweden Democrats (SD),Women,18-29,Primary,Gothenburg,0.000979
2025-W06,Sweden Democrats (SD),Women,18-29,Primary,Malmö,0.000881
2025-W06,Sweden Democrats (SD),Women,18-29,Secondary,Stockholm,0.001349
2025-W06,Sweden Democrats (SD),Women,18-29,Secondary,Gothenburg,0.000983
2025-W06,Sweden Democrats (SD),Women,18-29,Secondary,Malmö,0.000906
2025-W06,Sweden Democrats (SD),Women,18-29,Tertiary,Stockholm,0.001271
2025-W06,Sweden Democrats (SD),Women,18-29,Tertiary,Gothenburg,0.001023
2025-W06,Sweden Democrats (SD),Women,18-29,Tertiary,Malmö,0.000815
2025-W06,Sweden Democrats (SD),Women,30-49,Primary,Stockholm,0.00139
2025-W06,Sweden Democrats (SD),Women,30-49,Primary,Gothenburg,0.000984
2025-W06,Sweden Democrats (SD),Women,30-49,Primary,Malmö,0.000865
2025-W06,Sweden Democrats (SD),Women,30-49,Secondary,Stockholm,0.001241
2025-W06,Sweden Democrats (SD),Women,30-49,Secondary,Gothenburg,0.001148
2025-W06,Sweden Democrats (SD),Women,30-49,Secondary,Malmö,0.000904
2025-W06,Sweden Democrats (SD),Women,30-49,Tertiary,Stockholm,0.001249
2025-W06,Sweden Democrats (SD),Women,30-49,Tertiary,Gothenburg,0.001101
2025-W06,Sweden Democrats (SD),Women,30-49,Tertiary,Malmö,0.000894
2025-W06,Sweden Democrats (SD),Women,50-64,Primary,Stockholm,0.00125
2025-W06,Sweden Democrats (SD),Women,50-64,Primary,Gothenburg,0.001037
2025-W06,Sweden Democrats (SD),Women,50-64,Primary,Malmö,0.000802
2025-W06,Sweden Democrats (SD),Women,50-64,Secondary,Stockholm,0.001338
2025-W06,Sweden Democrats (SD),Women,50-64,Secondary,Gothenburg,0.00102
2025-W06,Sweden Democrats (SD),Women,50-64,Secondary,Malmö,0.00083
2025-W06,Sweden Democrats (SD),Women,50-64,Tertiary,Stockholm,0.001182
2025-W06,Sweden Democrats (SD),Women,50-64,Tertiary,Gothenburg,0.001177
2025-W06,Sweden Democrats (SD),Women,50-64,Tertiary,Malmö,0.00093
2025-W06,Sweden Democrats (SD),Women,65+,Primary,Stockholm,0.001403
2025-W06,Sweden Democrats (SD),Women,65+,Primary,Gothenburg,0.001107
2025-W06,Sweden Democrats (SD),Women,65+,Primary,Malmö,0.000851
2025-W06,Sweden Democrats (SD),Women,65+,Secondary,Stockholm,0.001295
2025-W06,Sweden Democrats (SD),Women,65+,Secondary,Gothenburg,0.001182
2025-W06,Sweden Democrats (SD),Women,65+,Secondary,Malmö,0.00094
2025-W06,Sweden Democrats (SD),Women,65+,Tertiary,Stockholm,0.00134
2025-W06,Sweden Democrats (SD),Women,65+,Tertiary,Gothenburg,0.001142
2025-W06,Sweden Democrats (SD),Women,65+,Tertiary,Malmö,0.000833
2025-W06,Left Party (V),Men,18-29,Primary,Stockholm,0.001711
2025-W06,Left Party (V),Men,18-29,Primary,Gothenburg,0.001348
2025-W06,Left Party (V),Men,18-29,Primary,Malmö,0.001131
2025-W06,Left Party (V),Men,18-29,Secondary,Stockholm,0.001829
2025-W06,Left Party (V),Men,18-29,Secondary,Gothenburg,0.001442
2025-W06,Left Party (V),Men,18-29,Secondary,Malmö,0.001241
2025-W06,Left Party (V),Men,18-29,Tertiary,Stockholm,0.001671
2025-W06,Left Party (V),Men,18-29,Tertiary,Gothenburg,0.00151
2025-W06,Left Party (V),Men,18-29,Tertiary,Malmö,0.001231
2025-W06,Left Party (V),Men,30-49,Primary,Stockholm,0.001884
2025-W06,Left Party (V),Men,30-49,Primary,Gothenburg,0.001468
2025-W06,Left Party (V),Men,30-49,Primary,Malmö,0.001269
2025-W06,Left Party (V),Men,30-49,Secondary,Stockholm,0.00176
2025-W06,Left Party (V),Men,30-49,Secondary,Gothenburg,0.001344
2025-W06,Left Party (V),Men,30-49,Secondary,Malmö,0.0011
2025-W06,Left Party (V),Men,30-49,Tertiary,Stockholm,0.001637
2025-W06,Left Party (V),Men,30-49,Tertiary,Gothenburg,0.001493
2025-W06,Left Party (V),Men,30-49,Tertiary,Malmö,0.001258
2025-W06,Left Party (V),Men,50-64,Primary,Stockholm,0.001861
2025-W06,Left Party (V),Men,50-64,Primary,Gothenburg,0.001332
2025-W06,Left Party (V),Men,50-64,Primary,Malmö,0.001212
2025-W06,Left Party (V),Men,50-64,Secondary,Stockholm,0.001632
2025-W06,Left Party (V),Men,50-64,Secondary,Gothenburg,0.001383
2025-W06,Left Party (V),Men,50-64,Secondary,Malmö,0.0012
2025-W06,Left Party (V),Men,50-64,Tertiary,Stockholm,0.001776
2025-W06,Left Party (V),Men,50-64,Tertiary,Gothenburg,0.001558
2025-W06,Left Party (V),Men,50-64,Tertiary,Malmö,0.001088
2025-W06,Left Party (V),Men,65+,Primary,Stockholm,0.001831
2025-W06,Left Party (V),Men,65+,Primary,Gothenburg,0.001515
2025-W06,Left Party (V),Men,65+,Primary,Malmö,0.001174
2025-W06,Left Party (V),Men,65+,Secondary,Stockholm,0.001733
2025-W06,Left Party (V),Men,65+,Secondary,Gothenburg,0.001557
2025-W06,Left Party (V),Men,65+,Secondary,Malmö,0.001121
2025-W06,Left Party (V),Men,65+,Tertiary,Stockholm,0.001899
2025-W06,Left Party (V),Men,65+,Tertiary,Gothenburg,0.001309
2025-W06,Left Party (V),Men,65+,Tertiary,Malmö,0.001261
2025-W06,Left Party (V),Women,18-29,Primary,Stockholm,0.002471
2025-W06,Left Party (V),Women,18-29,Primary,Gothenburg,0.001741
2025-W06,Left Party (V),Women,18-29,Primary,Malmö,0.001659
2025-W06,Left Party (V),Women,18-29,Secondary,Stockholm,0.002252
2025-W06,Left Party (V),Women,18-29,Secondary,Gothenburg,0.001788
2025-W06,Left Party (V),Women,18-29,Secondary,Malmö,0.001539
2025-W06,Left Party (V),Women,18-29,Tertiary,Stockholm,0.002128
2025-W06,Left Party (V),Women,18-29,Tertiary,Gothenburg,0.002042
2025-W06,Left Party (V),Women,18-29,Tertiary,Malmö,0.001524
2025-W06,Left Party (V),Women,30-49,Primary,Stockholm,0.002387
2025-W06,Left Party (V),Women,30-49,Primary,Gothenburg,0.00184
2025-W06,Left Party (V),Women,30-49,Primary,Malmö,0.001518
2025-W06,Left Party (V),Women,30-49,Secondary,Stockholm,0.002198
2025-W06,Left Party (V),Women,30-49,Secondary,Gothenburg,0.001795
2025-W06,Left Party (V),Women,30-49,Secondary,Malmö,0.001512
2025-W06,Left Party (V),Women,30-49,Tertiary,Stockholm,0.002261
2025-W06,Left Party (V),Women,30-49,Tertiary,Gothenburg,0.001734
2025-W06,Left Party (V),Women,30-49,Tertiary,Malmö,0.001653
2025-W06,Left Party (V),Women,50-64,Primary,Stockholm,0.002248
2025-W06,Left Party (V),Women,50-64,Primary,Gothenburg,0.002013
2025-W06,Left Party (V),Women,50-64,Primary,Malmö,0.001633
2025-W06,Left Party (V),Women,50-64,Secondary,Stockholm,0.002204
2025-W06,Left Party (V),Women,50-64,Secondary,Gothenburg,0.001853
2025-W06,Left Party (V),Women,50-64,Secondary,Malmö,0.001527
2025-W06,Left Party (V),Women,50-64,Tertiary,Stockholm,0.002136
2025-W06,Left Party (V),Women,50-64,Tertiary,Gothenburg,0.001752
2025-W06,Left Party (V),Women,50-64,Tertiary,Malmö,0.001436
2025-W06,Left Party (V),Women,65+,Primary,Stockholm,0.002459
2025-W06,Left Party (V),Women,65+,Primary,Gothenburg,0.001915
2025-W06,Left Party (V),Women,65+,Primary,Malmö,0.001483
2025-W06,Left Party (V),Women,65+,Secondary,Stockholm,0.002105
2025-W06,Left Party (V),Women,65+,Secondary,Gothenburg,0.001821
2025-W06,Left Party (V),Women,65+,Secondary,Malmö,0.001472
2025-W06,Left Party (V),Women,65+,Tertiary,Stockholm,0.002413
2025-W06,Left Party (V),Women,65+,Tertiary,Gothenburg,0.001885
2025-W06,Left Party (V),Women,65+,Tertiary,Malmö,0.001555
2025-W06,Centre Party (C),Men,18-29,Primary,Stockholm,0.001493
2025-W06,Centre Party (C),Men,18-29,Primary,Gothenburg,0.001142
2025-W06,Centre Party (C),Men,18-29,Primary,Malmö,0.001022
2025-W06,Centre Party (C),Men,18-29,Secondary,Stockholm,0.001574
2025-W06,Centre Party (C),Men,18-29,Secondary,Gothenburg,0.001234
2025-W06,Centre Party (C),Men,18-29,Secondary,Malmö,0.000958
2025-W06,Centre Party (C),Men,18-29,Tertiary,Stockholm,0.001344
2025-W06,Centre Party (C),Men,18-29,Tertiary,Gothenburg,0.001271
2025-W06,Centre Party (C),Men,18-29,Tertiary,Malmö,0.000896
2025-W06,Centre Party (C),Men,30-49,Primary,Stockholm,0.001503
2025-W06,Centre Party (C),Men,30-49,Primary,Gothenburg,0.001197
2025-W06,Centre Party (C),Men,30-49,Primary,Malmö,0.00104
2025-W06,Centre Party (C),Men,30-49,Secondary,Stockholm,0.001452
2025-W06,Centre Party (C),Men,30-49,Secondary,Gothenburg,0.001234
2025-W06,Centre Party (C),Men,30-49,Secondary,Malmö,0.000875
2025-W06,Centre Party (C),Men,30-49,Tertiary,Stockholm,0.001306
2025-W06,Centre Party (C),Men,30-49,Tertiary,Gothenburg,0.001283
2025-W06,Centre Party (C),Men,30-49,Tertiary,Malmö,0.001045
2025-W06,Centre Party (C),Men,50-64,Primary,Stockholm,0.001488
2025-W06,Centre Party (C),Men,50-64,Primary,Gothenburg,0.001263
2025-W06,Centre Party (C),Men,50-64,Primary,Malmö,0.000943
2025-W06,Centre Party (C),Men,50-64,Secondary,Stockholm,0.001539
2025-W06,Centre Party (C),Men,50-64,Secondary,Gothenburg,0.001136
2025-W06,Centre Party (C),Men,50-64,Secondary,Malmö,0.001
2025-W06,Centre Party (C),Men,50-64,Tertiary,Stockholm,0.001299
2025-W06,Centre Party (C),Men,50-64,Tertiary,Gothenburg,0.001201
2025-W06,Centre Party (C),Men,50-64,Tertiary,Malmö,0.000936
2025-W06,Centre Party (C),Men,65+,Primary,Stockholm,0.001474
2025-W06,Centre Party (C),Men,65+,Primary,Gothenburg,0.00124
2025-W06,Centre Party (C),Men,65+,Primary,Malmö,0.000982
2025-W06,Centre Party (C),Men,65+,Secondary,Stockholm,0.001435
2025-W06,Centre Party (C),Men,65+,Secondary,Gothenburg,0.001197
2025-W06,Centre Party (C),Men,65+,Secondary,Malmö,0.000865
2025-W06,Centre Party (C),Men,65+,Tertiary,Stockholm,0.001455
2025-W06,Centre Party (C),Men,65+,Tertiary,Gothenburg,0.001083
2025-W06,Centre Party (C),Men,65+,Tertiary,Malmö,0.000966
2025-W06,Centre Party (C),Women,18-29,Primary,Stockholm,0.001375
2025-W06,Centre Party (C),Women,18-29,Primary,Gothenburg,0.001315
2025-W06,Centre Party (C),Women,18-29,Primary,Malmö,0.000867
2025-W06,Centre Party (C),Women,18-29,Secondary,Stockholm,0.00153
2025-W06,Centre Party (C),Women,18-29,Secondary,Gothenburg,0.001242
2025-W06,Centre Party (C),Women,18-29,Secondary,Malmö,0.001019
2025-W06,Centre Party (C),Women,18-29,Tertiary,Stockholm,0.001558
2025-W06,Centre Party (C),Women,18-29,Tertiary,Gothenburg,0.001106
2025-W06,Centre Party (C),Women,18-29,Tertiary,Malmö,0.000882
2025-W06,Centre Party (C),Women,30-49,Primary,Stockholm,0.001339
2025-W06,Centre Party (C),Women,30-49,Primary,Gothenburg,0.001126
2025-W06,Centre Party (C),Women,30-49,Primary,Malmö,0.000965
2025-W06,Centre Party (C),Women,30-49,Secondary,Stockholm,0.001531
2025-W06,Centre Party (C),Women,30-49,Secondary,Gothenburg,0.001144
2025-W06,Centre Party (C),Women,30-49,Secondary,Malmö,0.00094
2025-W06,Centre Party (C),Women,30-49,Tertiary,Stockholm,0.001403
2025-W06,Centre Party (C),Women,30-49,Tertiary,Gothenburg,0.001177
2025-W06,Centre Party (C),Women,30-49,Tertiary,Malmö,0.000972
2025-W06,Centre Party (C),Women,50-64,Primary,Stockholm,0.001581
2025-W06,Centre Party (C),Women,50-64,Primary,Gothenburg,0.001134
2025-W06,Centre Party (C),Women,50-64,Primary,Malmö,0.000995
2025-W06,Centre Party (C),Women,50-64,Secondary,Stockholm,0.00154
2025-W06,Centre Party (C),Women,50-64,Secondary,Gothenburg,0.001237
2025-W06,Centre Party (C),Women,50-64,Secondary,Malmö,0.001029
2025-W06,Centre Party (C),Women,50-64,Tertiary,Stockholm,0.001515
2025-W06,Centre Party (C),Women,50-64,Tertiary,Gothenburg,0.001102
2025-W06,Centre Party (C),Women,50-64,Tertiary,Malmö,0.000937
2025-W06,Centre Party (C),Women,65+,Primary,Stockholm,0.001455
2025-W06,Centre Party (C),Women,65+,Primary,Gothenburg,0.001093
2025-W06,Centre Party (C),Women,65+,Primary,Malmö,0.000866
2025-W06,Centre Party (C),Women,65+,Secondary,Stockholm,0.001345
