respondent_id,age_group,constituency_code,turnout_2022,gender,education_level,area_type,swedish_or_foreign_background,marital_status,home_class_identity,language_spoken_at_home,household_income,past_vote,vote_in_2018,interest_in_politics,social_media_news_frequency,understands_political_issues,trust_parliament,government_job_past_4_years,government_covid_handling,satisfied_with_democracy,trust_in_election_administration,party_attachment,party_attachment_strength,eu_attitude,nato_attitude,women_in_parliament_pct_opinion,fairness_of_society,political_system_healthcare,current_economic_situation,economic_situation_change,employment_sector,employment_type,hours_per_week,democracy_preferable,courts_stop_government,strong_leader_bends_rules,women_representation_gone_too_far,business_leaders_better,independent_experts_better,citizens_referendums_better,policy_lower_taxes,policy_reduce_income_differences,policy_private_healthcare,policy_harsher_prison_sentences,policy_fewer_refugees,policy_no_profit_welfare,policy_reduce_defense,policy_nato_membership,policy_euro,policy_raise_fuel_taxes,policy_abolish_rut,policy_abolish_nuclear,policy_school_grades_conduct,policy_redistribute_municipalities,policy_visitation_zones,policy_remove_sick_day,trust_government,trust_judiciary,trust_scientists,trust_political_parties,trust_traditional_media,trust_social_media,trust_election_authority,democracy_scale_sweden,vote_makes_difference,self_leftright_placement,election_fairness,like_centre_party,like_moderate_party,like_left_party,like_liberals,like_social_democrats,like_green_party,like_christian_democrats,like_sweden_democrats,leftright_liberals,leftright_social_democrats,leftright_moderate_party,leftright_left_party,leftright_centre_party,leftright_green_party,leftright_christian_democrats,leftright_sweden_democrats,aim_environmental_society,aim_multicultural_society,aim_hbtq_rights,aim_gender_power_reallocation,aim_civic_organizations,days_news_svt,days_news_tv4,days_news_radio,days_newspapers,days_online_news,days_social_media,better_economic_crisis_leader,better_health_crisis_leader,municipality_code,municipality_name
5351,41-50,13.0,Voted,Women,"Tertiary education, 2 years or longer",Larger town,Swedish background,Cohabitant,Entrepreneur home,Swedish,"More than 1,100,000",Moderate Party (M),Moderate Party (M),Somewhat interested,Jag använder inte sociala medier för att följa partier och kandidater dagligen,Somewhat agree,Trust somewhat,Bra,Very good job,Fairly satisfied,Ganska stort förtroende,No,Ej svar - del av frågan (filter f32),Very positive,Fairly positive,Andelen kvinnor i riksdagen är bra som den är,Quite fairly,Quite well,Fairly good,Somewhat deteriorated,Privat,Tillsvidare-/fast anställning,Full time,Somewhat agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Fairly good proposal,Very bad proposal,Fairly bad proposal,Very good proposal,Fairly good proposal,Very good proposal,Very bad proposal,Very good proposal,Very good proposal,Very bad proposal,Very bad proposal,Neither good nor bad proposal,Very good proposal,Neither good nor bad proposal,Neither good nor bad proposal,Very good proposal,Trust somewhat,Trust somewhat,Trust somewhat,Trust somewhat,Trust somewhat,Inget förtroende alls,Trust somewhat,8.0,3.0,9.0,3.0,1.0,3.0,1.0,3.0,-2.0,0.0,-2.0,-4.0,9.0,,,4.0,5.0,6.0,6.0,8.0,9.0,9.0,9.0,9.0,9.0,,,,,,,,,1262,Lomma
5425,71-104,13.0,Did not vote,Women,"Tertiary education, 2 years or longer",,Swedish background,,,,,Did not vote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1262,Lomma
6945,41-50,13.0,Voted,Women,"Tertiary education, 2 years or longer",,Swedish background,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1262,Lomma
3419,18-22,13.0,Voted,Men,"Primary school, 9/10 years",,Swedish background,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1262,Lomma
6283,71-104,13.0,Voted,Women,Upper secondary school,Larger town,Swedish background,Gift/i registrerat partnerskap,Working-class home,Swedish,200 001 – 300 000,The Liberals (L),,Not very interested,Jag använder inte sociala medier för att följa partier och kandidater dagligen,Neither agree nor disagree,Trust somewhat,Bra,Dåligt,Fairly satisfied,Ganska stort förtroende,No,Ganska nära,Fairly positive,Neither positive nor negative,Andelen kvinnor i riksdagen är för låg,Quite fairly,Quite well,Fairly bad,Somewhat deteriorated,Statlig,Tillsvidare-/fast anställning,Full time,Strongly agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Somewhat agree,Very good proposal,Fairly good proposal,Fairly bad proposal,Very good proposal,Fairly good proposal,Fairly good proposal,Neither good nor bad proposal,Fairly good proposal,Fairly good proposal,Fairly bad proposal,Fairly good proposal,Neither good nor bad proposal,Very good proposal,Very good proposal,Fairly good proposal,Very good proposal,Inte särskilt stort förtroende,Trust somewhat,Trust somewhat,Inte särskilt stort förtroende,Trust somewhat,Inte särskilt stort förtroende,Inte särskilt stort förtroende,7.0,3.0,5.0,4.0,3.0,2.0,1.0,3.0,3.0,1.0,2.0,3.0,5.0,8.0,8.0,2.0,5.0,5.0,5.0,4.0,8.0,,9.0,8.0,,,,,,,,,,1262,Lomma
1286,23-30,13.0,Voted,Men,Upper secondary school,Larger town,Swedish background,,,,500 001 – 600 000,Moderate Party (M),Moderate Party (M),Somewhat interested,Flera gånger om dagen,Somewhat agree,Trust somewhat,Very bad job,,Fairly satisfied,Mycket stort förtroende,Yes,,Fairly positive,Fairly positive,Andelen kvinnor i riksdagen är bra som den är,Quite fairly,Quite well,Fairly good,Neither improved nor deteriorated,Kommunal,Tillsvidare-/fast anställning,Full time,Strongly agree,Somewhat agree,,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Fairly good proposal,Fairly good proposal,,Very good proposal,Very good proposal,Fairly good proposal,Very bad proposal,Fairly good proposal,Very bad proposal,Very bad proposal,Neither good nor bad proposal,Fairly bad proposal,Fairly good proposal,Fairly good proposal,Very good proposal,Neither good nor bad proposal,Inte särskilt stort förtroende,Trust somewhat,Trust somewhat,Trust somewhat,Trust somewhat,Trust somewhat,Trust somewhat,9.0,,7.0,,-4.0,,-4.0,-4.0,-1.0,-4.0,,4.0,6.0,3.0,8.0,,4.0,3.0,9.0,8.0,4.0,3.0,7.0,,,,,,,,,,,1262,Lomma
2770,41-50,13.0,Voted,Men,"Tertiary education, 2 years or longer",Large city: outer area/suburb,Swedish background,Gift/i registrerat partnerskap,White-collar middle-class home,Swedish,1 000 001 – 1 100 000,Social Democrats (S),Moderate Party (M),Somewhat interested,Flera gånger om dagen,Somewhat agree,Trust somewhat,Bra,Bra,Fairly satisfied,Ganska stort förtroende,No,Inte särskilt nära,Neither positive nor negative,Fairly positive,Andelen kvinnor i riksdagen är bra som den är,Quite fairly,Quite well,Neither good nor bad,Deteriorated a lot,Statlig,Tillsvidare-/fast anställning,Full time,Strongly agree,,Strongly disagree,Somewhat disagree,Strongly disagree,Somewhat agree,Strongly disagree,Fairly good proposal,Fairly bad proposal,Very bad proposal,Neither good nor bad proposal,Fairly bad proposal,Very good proposal,Fairly bad proposal,Fairly good proposal,Fairly bad proposal,Fairly bad proposal,Fairly bad proposal,Fairly bad proposal,Fairly good proposal,Fairly good proposal,Fairly bad proposal,Neither good nor bad proposal,Trust somewhat,Trust somewhat,Trust somewhat,Trust somewhat,Trust somewhat,Inte särskilt stort förtroende,Trust somewhat,8.0,4.0,,4.0,-1.0,3.0,,1.0,4.0,-2.0,1.0,0.0,6.0,4.0,7.0,1.0,6.0,4.0,8.0,6.0,,,7.0,6.0,6.0,,,,,,,,,1262,Lomma
2485,41-50,13.0,Voted,Women,Upper secondary school,Large city: outer area/suburb,Swedish background,Gift/i registrerat partnerskap,Working-class home,Swedish,1 000 001 – 1 100 000,Moderate Party (M),Moderate Party (M),Not very interested,En gång om dagen,Neither agree nor disagree,Inte särskilt stort förtroende,Dåligt,Bra,,Varken stort eller litet förtroende,,,Neither positive nor negative,Very positive,Andelen kvinnor i riksdagen är bra som den är,Quite fairly,Quite well,Neither good nor bad,Neither improved nor deteriorated,Privat,Tillsvidare-/fast anställning,Full time,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Very good proposal,Very good proposal,Very bad proposal,Very good proposal,Very good proposal,Very good proposal,Neither good nor bad proposal,Very good proposal,Very bad proposal,Very bad proposal,Neither good nor bad proposal,Very bad proposal,Neither good nor bad proposal,Neither good nor bad proposal,Very good proposal,Neither good nor bad proposal,Inte särskilt stort förtroende,Inte särskilt stort förtroende,Inte särskilt stort förtroende,Inte särskilt stort förtroende,Inte särskilt stort förtroende,Inte särskilt stort förtroende,Inte särskilt stort förtroende,7.0,,,,,,,,,,3.0,,,,,,,,,,2.0,2.0,,,,,,,,,,,,1262,Lomma
4936,71-104,13.0,Did not vote,Men,Upper secondary school,,Swedish background,,,,,Did not vote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1262,Lomma
7031,51-60,13.0,Voted,Women,"Tertiary education, 2 years or longer",Small town,Swedish background,Gift/i registrerat partnerskap,White-collar middle-class home,Swedish,"More than 1,100,000",,,Somewhat interested,Jag använder inte sociala medier för att följa partier och kandidater dagligen,Somewhat agree,Trust a lot,Dåligt,Bra,Fairly satisfied,Ganska stort förtroende,No,Ej svar - del av frågan (filter f32),Fairly positive,Fairly positive,Andelen kvinnor i riksdagen är bra som den är,Not very fairly,Not very well,Fairly bad,Neither improved nor deteriorated,Privat,Tillsvidare-/fast anställning,Full time,Strongly agree,Somewhat agree,Somewhat agree,,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither good nor bad proposal,Fairly good proposal,Fairly bad proposal,Fairly good proposal,Fairly good proposal,Fairly good proposal,Fairly bad proposal,Neither good nor bad proposal,Neither good nor bad proposal,Neither good nor bad proposal,Fairly bad proposal,Fairly bad proposal,Neither good nor bad proposal,Neither good nor bad proposal,Fairly good proposal,Neither good nor bad proposal,Trust somewhat,Trust somewhat,Trust somewhat,Trust somewhat,Trust somewhat,Inte särskilt stort förtroende,Trust somewhat,7.0,3.0,6.0,4.0,-2.0,2.0,0.0,0.0,0.0,-2.0,1.0,1.0,5.0,4.0,7.0,2.0,5.0,3.0,6.0,8.0,,3.0,,,7.0,,,,,,,,,1262,Lomma
3706,51-60,13.0,Voted,Women,"Tertiary education, 2 years or longer",Large city: outer area/suburb,Swedish background,Cohabitant,Working-class home,Swedish,1 000 001 – 1 100 000,,,Somewhat interested,Jag använder inte sociala medier för att följa partier och kandidater dagligen,Somewhat agree,Trust somewhat,Dåligt,Dåligt,Fairly satisfied,Mycket stort förtroende,Yes,Ganska nära,Fairly negative,Neither positive nor negative,Andelen kvinnor i riksdagen är bra som den är,Quite fairly,Not very well,Fairly good,Deteriorated a lot,Kommunal,Tillsvidare-/fast anställning,"Deltid, minst 15 timmar",Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Strongly disagree,Strongly disagree,Somewhat agree,Neither good nor bad proposal,Fairly bad proposal,Fairly good proposal,Very good proposal,Very good proposal,Neither good nor bad proposal,Fairly bad proposal,Fairly good proposal,Very bad proposal,Very bad proposal,Very bad proposal,Fairly good proposal,Very good proposal,Fairly bad proposal,Very good proposal,Fairly good proposal,Inte särskilt stort förtroende,Inte särskilt stort förtroende,Trust somewhat,Inte särskilt stort förtroende,Inte särskilt stort förtroende,Inget förtroende alls,Trust somewhat,8.0,4.0,8.0,,-2.0,3.0,-3.0,-3.0,3.0,-3.0,2.0,4.0,7.0,3.0,,2.0,5.0,2.0,8.0,8.0,,,7.0,3.0,2.0,,,,,,,,,1262,Lomma
4453,61-70,13.0,Voted,Women,"Tertiary education, 2 years or longer",Larger town,Foreign background,Gift/i registrerat partnerskap,Högre tjänstemannahem,Swedish,,Moderate Party (M),Moderate Party (M),Somewhat interested,Jag använder inte sociala medier för att följa partier och kandidater dagligen,Somewhat agree,Trust somewhat,Dåligt,Dåligt,Fairly satisfied,Ganska stort förtroende,Yes,Inte särskilt nära,Very positive,Very positive,,Not very fairly,Very well,Fairly good,Somewhat deteriorated,Kommunal,Tillsvidare-/fast anställning,Full time,Strongly agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,,,Strongly agree,Very good proposal,Very good proposal,Fairly good proposal,Very good proposal,Neither good nor bad proposal,Very good proposal,Very bad proposal,Very good proposal,Very good proposal,Fairly bad proposal,Very bad proposal,Neither good nor bad proposal,Very good proposal,,Very good proposal,Fairly bad proposal,Inte särskilt stort förtroende,Inte särskilt stort förtroende,Trust somewhat,Inte särskilt stort förtroende,Trust somewhat,Inget förtroende alls,Trust somewhat,9.0,3.0,8.0,,1.0,3.0,-4.0,-2.0,-4.0,-4.0,3.0,2.0,5.0,2.0,8.0,,7.0,1.0,8.0,,9.0,8.0,8.0,8.0,9.0,,,,,,,,,1263,Svedala
4689,31-40,13.0,Voted,Men,Upper secondary school,,Swedish background,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1263,Svedala
3285,31-40,13.0,Voted,Women,"Tertiary education, 2 years or longer",,Swedish background,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1263,Svedala
1948,51-60,13.0,Voted,Men,"Tertiary education, 2 years or longer",,Swedish background,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1263,Svedala
3300,71-104,13.0,Voted,Women,Upper secondary school,,Foreign background,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1263,Svedala
3250,31-40,13.0,Voted,Men,"Primary school, 9/10 years",,Swedish background,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1263,Svedala
3596,51-60,13.0,Voted,Women,"Tertiary education, 2 years or longer",,Swedish background,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1263,Svedala
2548,51-60,13.0,Voted,Men,Upper secondary school,,Swedish background,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1263,Svedala
5626,18-22,13.0,Voted,Women,Upper secondary school,,Foreign background,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1263,Svedala
2653,61-70,13.0,Voted,Men,"Tertiary education, 2 years or longer",Ren landsbygd,Swedish background,Cohabitant,White-collar middle-class home,Swedish,400 001 – 500 000,Sweden Democrats (SD),Sweden Democrats (SD),Somewhat interested,En gång om dagen,Strongly agree,Trust a lot,Very bad job,Bra,Fairly satisfied,Mycket stort förtroende,Yes,Mycket nära,Fairly negative,Very positive,Andelen kvinnor i riksdagen är bra som den är,Quite fairly,Not very well,Fairly bad,Deteriorated a lot,Kommunal,Tillsvidare-/fast anställning,"Deltid, minst 15 timmar",Strongly agree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Strongly agree,Strongly disagree,Fairly good proposal,Very bad proposal,Fairly bad proposal,Very good proposal,Very good proposal,Fairly good proposal,Very bad proposal,Very good proposal,Fairly bad proposal,Fairly good proposal,Fairly bad proposal,Very bad proposal,Very good proposal,Fairly bad proposal,Very good proposal,Fairly good proposal,Inte särskilt stort förtroende,Inte särskilt stort förtroende,Trust somewhat,Trust somewhat,Trust somewhat,Inget förtroende alls,Trust a lot,9.0,4.0,9.0,,,4.0,,0.0,1.0,,2.0,,5.0,4.0,,,1.0,,9.0,9.0,9.0,1.0,,1.0,7.0,,,,,,,,,1264,Skurup
5970,41-50,13.0,Voted,Women,"Tertiary education, 2 years or longer",Ren landsbygd,Swedish background,Gift/i registrerat partnerskap,Working-class home,Swedish,800 001 – 900 000,Social Democrats (S),Centre Party (C),Not very interested,Jag använder inte sociala medier för att följa partier och kandidater dagligen,Somewhat agree,Trust somewhat,Bra,Dåligt,Very satisfied,Mycket stort förtroende,No,Ganska nära,Neither positive nor negative,Neither positive nor negative,Andelen kvinnor i riksdagen är för låg,Not very fairly,Inte alls bra,Fairly bad,Deteriorated a lot,Regional,Tillsvidare-/fast anställning,Full time,Strongly agree,Strongly disagree,Somewhat agree,Strongly disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Fairly bad proposal,Fairly good proposal,Fairly bad proposal,Fairly bad proposal,Neither good nor bad proposal,Very good proposal,Fairly bad proposal,Neither good nor bad proposal,Fairly bad proposal,Fairly bad proposal,Fairly bad proposal,Very bad proposal,Neither good nor bad proposal,,Fairly bad proposal,Fairly good proposal,Trust somewhat,Trust somewhat,Trust a lot,Inte särskilt stort förtroende,Trust a lot,Inte särskilt stort förtroende,Trust somewhat,9.0,,4.0,4.0,3.0,1.0,-2.0,0.0,4.0,-2.0,-2.0,,9.0,5.0,9.0,1.0,5.0,2.0,,,6.0,3.0,,7.0,2.0,,,,,,,,,1264,Skurup
3167,23-30,13.0,Did not vote,Women,Upper secondary school,,Swedish background,,,,,Did not vote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1264,Skurup
6625,51-60,13.0,Voted,Women,Upper secondary school,,Swedish background,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1264,Skurup
2494,71-104,13.0,Voted,Women,"Primary school, shorter than 9 years",Small town,Swedish background,Gift/i registrerat partnerskap,White-collar middle-class home,Swedish,500 001 – 600 000,Social Democrats (S),Social Democrats (S),Somewhat interested,Flera gånger om dagen,Somewhat agree,Trust somewhat,,Dåligt,Fairly satisfied,,Yes,Ganska nära,Fairly positive,Fairly positive,Andelen kvinnor i riksdagen är för låg,Not very fairly,Not very well,Neither good nor bad,Somewhat improved,Kommunal,Tillsvidare-/fast anställning,"Deltid, minst 15 timmar",Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,,,,,Very good proposal,Fairly bad proposal,Very good proposal,Fairly good proposal,Very good proposal,Neither good nor bad proposal,Fairly good proposal,,,Neither good nor bad proposal,Very good proposal,Neither good nor bad proposal,Very good proposal,Very good proposal,Fairly bad proposal,,Trust somewhat,,Inte särskilt stort förtroende,,,,,3.0,4.0,,,,0.0,0.0,,,0.0,,5.0,2.0,,1.0,5.0,2.0,,,7.0,,,9.0,,,,,,,,,,1264,Skurup
2076,61-70,13.0,Voted,Men,Upper secondary school,Small town,Swedish background,Gift/i registrerat partnerskap,Working-class home,Swedish,600 001 – 700 000,Social Democrats (S),,Not very interested,Jag använder inte sociala medier för att följa partier och kandidater dagligen,Neither agree nor disagree,Inte särskilt stort förtroende,Dåligt,Bra,Fairly satisfied,Ganska stort förtroende,No,Ej svar - del av frågan (filter f32),Neither positive nor negative,Neither positive nor negative,Andelen kvinnor i riksdagen är bra som den är,Not very fairly,Quite well,,Neither improved nor deteriorated,Privat,Tillsvidare-/fast anställning,Full time,Strongly agree,Somewhat disagree,Strongly disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Neither good nor bad proposal,Fairly good proposal,Fairly bad proposal,Very good proposal,Very good proposal,Very good proposal,Fairly bad proposal,Neither good nor bad proposal,Very bad proposal,Very bad proposal,Very bad proposal,Very bad proposal,Very good proposal,Fairly good proposal,Fairly good proposal,Fairly good proposal,Inte särskilt stort förtroende,Trust somewhat,Trust somewhat,,Trust somewhat,Inget förtroende alls,Trust somewhat,8.0,3.0,5.0,,-1.0,-3.0,-3.0,-3.0,3.0,,2.0,3.0,7.0,5.0,9.0,1.0,5.0,1.0,5.0,7.0,4.0,,,,,,,,,,,,,1264,Skurup
3143,41-50,13.0,Did not vote,Men,Upper secondary school,,Swedish background,,,,,Did not vote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1264,Skurup
3559,31-40,13.0,Voted,Women,"Tertiary education, shorter than 2 years",Ren landsbygd,Swedish background,Gift/i registrerat partnerskap,Working-class home,Swedish,500 001 – 600 000,Social Democrats (S),Centre Party (C),Somewhat interested,Flera gånger om dagen,Somewhat agree,Trust somewhat,Bra,Bra,Not very satisfied,Mycket stort förtroende,No,Ganska nära,Fairly positive,Neither positive nor negative,Andelen kvinnor i riksdagen är bra som den är,Not at all fairly,Inte alls bra,Fairly bad,Neither improved nor deteriorated,Privat,Jag är egen företagare,Full time,Strongly agree,Somewhat agree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Fairly bad proposal,Fairly good proposal,Very bad proposal,Fairly bad proposal,Fairly bad proposal,Very good proposal,Neither good nor bad proposal,Neither good nor bad proposal,Neither good nor bad proposal,Fairly bad proposal,Fairly bad proposal,Neither good nor bad proposal,Very bad proposal,Very good proposal,Fairly bad proposal,Neither good nor bad proposal,Inte särskilt stort förtroende,Trust somewhat,Trust a lot,Inte särskilt stort förtroende,Trust somewhat,Inte särskilt stort förtroende,Trust somewhat,7.0,3.0,2.0,,3.0,,4.0,,4.0,1.0,,,8.0,3.0,,1.0,6.0,1.0,,,6.0,7.0,,7.0,8.0,,,,,,,,,1264,Skurup
7006,18-22,13.0,Did not vote,Women,Upper secondary school,,Swedish background,,,,,Did not vote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1264,Skurup
5905,41-50,13.0,Did not vote,Men,Upper secondary school,,Swedish background,,,,,Did not vote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1264,Skurup
4731,51-60,13.0,Voted,Men,"Primary school, shorter than 9 years",,Foreign background,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1264,Skurup
2542,31-40,13.0,Voted,Women,"Tertiary education, 2 years or longer",Small town,Swedish background,Gift/i registrerat partnerskap,White-collar middle-class home,Swedish,800 001 – 900 000,Moderate Party (M),Moderate Party (M),Not very interested,Flera gånger om dagen,Somewhat agree,Inte särskilt stort förtroende,,Bra,Fairly satisfied,Ganska stort förtroende,Yes,Ganska nära,Fairly negative,Neither positive nor negative,Andelen kvinnor i riksdagen är bra som den är,Quite fairly,Not very well,Fairly bad,Deteriorated a lot,Kommunal,Tillsvidare-/fast anställning,Full time,Strongly agree,Strongly disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Somewhat agree,Neither good nor bad proposal,Fairly good proposal,Neither good nor bad proposal,Very good proposal,Fairly good proposal,Fairly good proposal,Fairly bad proposal,Neither good nor bad proposal,Very bad proposal,Very bad proposal,Fairly bad proposal,Fairly bad proposal,Fairly bad proposal,Neither good nor bad proposal,Fairly bad proposal,Neither good nor bad proposal,Inte särskilt stort förtroende,Inte särskilt stort förtroende,Trust somewhat,Trust somewhat,Trust somewhat,Inget förtroende alls,Trust somewhat,8.0,4.0,8.0,4.0,2.0,,-1.0,4.0,2.0,1.0,2.0,2.0,9.0,6.0,9.0,,5.0,4.0,7.0,9.0,,,7.0,,,,,,,,,,,1264,Skurup
4916,51-60,13.0,Did not vote,Men,"Primary school, shorter than 9 years",,Foreign background,,,,,Did not vote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1264,Skurup
2047,41-50,13.0,Did not vote,Men,Upper secondary school,,Foreign background,,,,,Did not vote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1264,Skurup
1202,18-22,13.0,Voted,Men,"Primary school, 9/10 years",,Foreign background,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1265,Sjöbo
5551,31-40,13.0,Voted,Women,Upper secondary school,,Swedish background,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1265,Sjöbo
3597,61-70,13.0,Voted,Men,"Primary school, 9/10 years",Small town,Swedish background,Gift/i registrerat partnerskap,Entrepreneur home,Swedish,600 001 – 700 000,Sweden Democrats (SD),Moderate Party (M),Very interested,Jag använder inte sociala medier för att följa partier och kandidater dagligen,Strongly agree,Trust somewhat,Very bad job,Dåligt,Fairly satisfied,Ganska stort förtroende,Yes,Ganska nära,Very positive,Very positive,Andelen kvinnor i riksdagen är för hög,Quite fairly,Quite well,Fairly bad,Deteriorated a lot,,Tillsvidare-/fast anställning,Full time,Strongly agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Fairly good proposal,Fairly bad proposal,Fairly bad proposal,Very good proposal,Very good proposal,Fairly good proposal,Very bad proposal,Very good proposal,Very good proposal,Very bad proposal,Very bad proposal,Very bad proposal,Very good proposal,Neither good nor bad proposal,Very good proposal,Neither good nor bad proposal,Inte särskilt stort förtroende,Inte särskilt stort förtroende,Trust somewhat,Trust somewhat,Trust somewhat,Inget förtroende alls,Trust a lot,8.0,4.0,9.0,,-3.0,4.0,,-3.0,,,3.0,4.0,4.0,3.0,,,3.0,,,,1.0,,1.0,1.0,6.0,,,,,,,,,1265,Sjöbo
4872,31-40,13.0,Voted,Women,Upper secondary school,,Swedish background,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1265,Sjöbo
