gm_code,municipality,gender,age_group,education,N,vote_2030
GM0599    ,Rotterdam,female,15-25,"Hbo-, wo-bachelor",6599.0,D66
GM0840    ,Rucphen,male,45-55,"Havo, vwo, mbo2-4",810.0,BBB
GM0505    ,Dordrecht,female,35-45,"Havo, vwo, mbo2-4",3271.0,D66
GM0222    ,Doetinchem,female,35-45,"Hbo-, wo-bachelor",1051.0,D66
GM0344    ,Utrecht (gemeente),female,25-35,"Havo, vwo, mbo2-4",6292.0,D66
GM0988    ,Weert,male,25-35,"Hbo-, wo-master, doctor",554.0,D66
GM0772    ,Eindhoven,female,35-45,"Vmbo, havo-/vwo-onderbouw, mbo1",1486.0,CDA
GM0345    ,Veenendaal,male,25-35,"Hbo-, wo-bachelor",1133.0,D66
GM0034    ,Almere,male,15-25,Basisonderwijs,2232.0,Did not vote
GM0518    ,'s-Gravenhage (gemeente),female,55-65,Basisonderwijs,6504.0,VVD
GM1774    ,Dinkelland,male,45-55,"Havo, vwo, mbo2-4",722.0,BBB
GM0200    ,Apeldoorn,male,15-25,"Vmbo, havo-/vwo-onderbouw, mbo1",3692.0,Did not vote
GM0629    ,Wassenaar,male,35-45,"Hbo-, wo-bachelor",335.0,VVD
GM1926    ,Pijnacker-Nootdorp,male,25-35,"Havo, vwo, mbo2-4",1207.0,VVD
GM0766    ,Dongen,male,45-55,Basisonderwijs,109.0,PVV
GM0327    ,Leusden,female,15-25,"Vmbo, havo-/vwo-onderbouw, mbo1",584.0,Did not vote
GM1982    ,Land van Cuijk,male,65-75,"Vmbo, havo-/vwo-onderbouw, mbo1",1383.0,50PLUS
GM0281    ,Tiel,female,25-35,"Hbo-, wo-bachelor",761.0,D66
GM0363    ,Amsterdam,female,35-45,"Havo, vwo, mbo2-4",15481.0,D66
GM0855    ,Tilburg,male,35-45,"Vmbo, havo-/vwo-onderbouw, mbo1",2310.0,PVV
GM0772    ,Eindhoven,female,25-35,"Havo, vwo, mbo2-4",4903.0,D66
GM1955    ,Montferland,male,65-75,"Havo, vwo, mbo2-4",1078.0,CDA
GM0080    ,Leeuwarden,female,45-55,Basisonderwijs,459.0,CDA
GM0518    ,'s-Gravenhage (gemeente),female,45-55,Basisonderwijs,6518.0,PVV
GM0294    ,Winterswijk,female,45-55,"Hbo-, wo-bachelor",322.0,D66
GM0758    ,Breda,female,65-75,"Vmbo, havo-/vwo-onderbouw, mbo1",2176.0,50PLUS
GM0352    ,Wijk bij Duurstede,female,25-35,"Hbo-, wo-bachelor",256.0,D66
GM0569    ,Nieuwkoop,female,45-55,"Havo, vwo, mbo2-4",920.0,VVD
GM0642    ,Zwijndrecht,male,55-65,"Hbo-, wo-bachelor",453.0,VVD
GM0268    ,Nijmegen,male,25-35,"Vmbo, havo-/vwo-onderbouw, mbo1",1479.0,Did not vote
GM0394    ,Haarlemmermeer,male,25-35,"Havo, vwo, mbo2-4",4123.0,VVD
GM0479    ,Zaanstad,male,15-25,"Vmbo, havo-/vwo-onderbouw, mbo1",3322.0,Did not vote
GM1883    ,Sittard-Geleen,female,25-35,"Hbo-, wo-master, doctor",794.0,D66
GM1952    ,Midden-Groningen,female,55-65,"Hbo-, wo-master, doctor",278.0,D66
GM0361    ,Alkmaar,female,65-75,"Hbo-, wo-master, doctor",593.0,D66
GM0599    ,Rotterdam,male,35-45,"Havo, vwo, mbo2-4",17804.0,VVD
GM0402    ,Hilversum,female,45-55,"Havo, vwo, mbo2-4",2022.0,VVD
GM1992    ,Voorne aan Zee,male,25-35,"Hbo-, wo-bachelor",824.0,D66
GM0796    ,'s-Hertogenbosch,female,25-35,"Hbo-, wo-bachelor",4490.0,D66
GM1659    ,Laarbeek,female,35-45,"Vmbo, havo-/vwo-onderbouw, mbo1",165.0,CDA
GM0453    ,Velsen,female,35-45,"Vmbo, havo-/vwo-onderbouw, mbo1",491.0,SP
GM0383    ,Castricum,male,15-25,"Hbo-, wo-bachelor",146.0,D66
GM0363    ,Amsterdam,female,45-55,"Havo, vwo, mbo2-4",13412.0,D66
GM0340    ,Rhenen,male,65-75,"Hbo-, wo-bachelor",212.0,VVD
GM0758    ,Breda,female,45-55,"Hbo-, wo-bachelor",3594.0,D66
GM0352    ,Wijk bij Duurstede,male,65-75,"Hbo-, wo-bachelor",392.0,CDA
GM0160    ,Hardenberg,female,45-55,"Havo, vwo, mbo2-4",2184.0,BBB
GM0718    ,Vlissingen,male,15-25,"Havo, vwo, mbo2-4",1061.0,D66
GM0273    ,Putten,female,45-55,"Havo, vwo, mbo2-4",741.0,CDA
GM0233    ,Ermelo,male,65-75,"Havo, vwo, mbo2-4",571.0,BBB
GM0203    ,Barneveld,female,15-25,"Vmbo, havo-/vwo-onderbouw, mbo1",1320.0,VVD
GM0935    ,Maastricht,male,45-55,"Hbo-, wo-master, doctor",1248.0,D66
GM0632    ,Woerden,female,15-25,Basisonderwijs,257.0,Did not vote
GM0396    ,Heemskerk,female,25-35,"Hbo-, wo-bachelor",735.0,D66
GM1926    ,Pijnacker-Nootdorp,female,25-35,"Hbo-, wo-bachelor",919.0,D66
GM0342    ,Soest,male,45-55,"Hbo-, wo-master, doctor",651.0,D66
GM1783    ,Westland,female,65-75,"Havo, vwo, mbo2-4",2589.0,CDA
GM1581    ,Utrechtse Heuvelrug,male,65-75,"Hbo-, wo-bachelor",735.0,50PLUS
GM0794    ,Helmond,female,55-65,"Havo, vwo, mbo2-4",2719.0,CDA
GM0809    ,Loon op Zand,male,25-35,"Hbo-, wo-bachelor",343.0,VVD
GM0344    ,Utrecht (gemeente),male,15-25,"Hbo-, wo-master, doctor",705.0,D66
GM0296    ,Wijchen,male,65-75,"Vmbo, havo-/vwo-onderbouw, mbo1",416.0,CDA
GM0392    ,Haarlem,male,25-35,"Havo, vwo, mbo2-4",4562.0,D66
GM0014    ,Groningen (gemeente),male,65-75,"Hbo-, wo-bachelor",2224.0,50PLUS
GM1674    ,Roosendaal,male,65-75,"Havo, vwo, mbo2-4",1835.0,CDA
GM0233    ,Ermelo,male,65-75,"Hbo-, wo-bachelor",437.0,CDA
GM0590    ,Papendrecht,female,45-55,"Havo, vwo, mbo2-4",1096.0,VVD
GM1930    ,Nissewaard,male,25-35,"Havo, vwo, mbo2-4",3202.0,D66
GM1926    ,Pijnacker-Nootdorp,female,35-45,"Hbo-, wo-master, doctor",1182.0,D66
GM1980    ,Dijk en Waard,female,35-45,"Hbo-, wo-bachelor",1583.0,D66
GM0363    ,Amsterdam,female,65-75,Basisonderwijs,7852.0,50PLUS
GM0362    ,Amstelveen,female,15-25,"Vmbo, havo-/vwo-onderbouw, mbo1",2052.0,Did not vote
GM1674    ,Roosendaal,female,45-55,"Havo, vwo, mbo2-4",2135.0,CDA
GM0313    ,Bunschoten,female,15-25,"Havo, vwo, mbo2-4",619.0,D66
GM0502    ,Capelle aan den IJssel,female,55-65,"Hbo-, wo-master, doctor",456.0,D66
GM0321    ,Houten,male,25-35,"Havo, vwo, mbo2-4",1020.0,VVD
GM0344    ,Utrecht (gemeente),male,15-25,"Havo, vwo, mbo2-4",11928.0,D66
GM0080    ,Leeuwarden,female,25-35,"Hbo-, wo-bachelor",3156.0,D66
GM0047    ,Veendam,female,35-45,"Hbo-, wo-bachelor",303.0,VVD
GM1641    ,Maasgouw,male,45-55,"Hbo-, wo-bachelor",269.0,CDA
GM0809    ,Loon op Zand,male,65-75,"Havo, vwo, mbo2-4",716.0,BBB
GM1924    ,Goeree-Overflakkee,female,65-75,"Vmbo, havo-/vwo-onderbouw, mbo1",1200.0,50PLUS
GM0893    ,Bergen (L.),male,55-65,"Havo, vwo, mbo2-4",1012.0,VVD
GM0150    ,Deventer,female,55-65,"Vmbo, havo-/vwo-onderbouw, mbo1",1073.0,CDA
GM0202    ,Arnhem,male,45-55,"Hbo-, wo-bachelor",2708.0,VVD
GM0294    ,Winterswijk,female,35-45,"Vmbo, havo-/vwo-onderbouw, mbo1",192.0,BBB
GM0518    ,'s-Gravenhage (gemeente),male,65-75,"Hbo-, wo-bachelor",4315.0,VVD
GM0575    ,Noordwijk,female,15-25,"Havo, vwo, mbo2-4",1012.0,D66
GM1690    ,De Wolden,female,45-55,"Vmbo, havo-/vwo-onderbouw, mbo1",201.0,CDA
GM0080    ,Leeuwarden,female,25-35,"Havo, vwo, mbo2-4",3386.0,D66
GM0363    ,Amsterdam,female,65-75,"Havo, vwo, mbo2-4",10111.0,GL-PvdA
GM0928    ,Kerkrade,female,35-45,"Vmbo, havo-/vwo-onderbouw, mbo1",386.0,SP
GM0384    ,Diemen,male,35-45,"Hbo-, wo-master, doctor",713.0,D66
GM0213    ,Brummen,male,25-35,"Vmbo, havo-/vwo-onderbouw, mbo1",99.0,Did not vote
GM0399    ,Heiloo,female,55-65,"Hbo-, wo-bachelor",490.0,CDA
GM0321    ,Houten,male,15-25,"Havo, vwo, mbo2-4",1650.0,D66
GM0345    ,Veenendaal,male,25-35,"Havo, vwo, mbo2-4",2374.0,VVD
GM0518    ,'s-Gravenhage (gemeente),female,25-35,"Hbo-, wo-bachelor",12392.0,D66
GM1978    ,Molenlanden,female,45-55,"Vmbo, havo-/vwo-onderbouw, mbo1",482.0,Did not vote
GM0505    ,Dordrecht,male,65-75,"Hbo-, wo-bachelor",1279.0,50PLUS
GM1892    ,Zuidplas,male,55-65,"Hbo-, wo-bachelor",809.0,VVD
GM0173    ,Oldenzaal,female,25-35,"Hbo-, wo-bachelor",615.0,D66
GM0917    ,Heerlen,male,35-45,"Havo, vwo, mbo2-4",2537.0,VVD
GM0865    ,Vught,male,45-55,"Hbo-, wo-master, doctor",706.0,VVD
GM0610    ,Sliedrecht,female,25-35,"Havo, vwo, mbo2-4",870.0,D66
GM1930    ,Nissewaard,female,55-65,"Vmbo, havo-/vwo-onderbouw, mbo1",1677.0,50PLUS
GM0193    ,Zwolle,female,35-45,"Hbo-, wo-bachelor",3158.0,D66
GM0772    ,Eindhoven,female,35-45,"Hbo-, wo-master, doctor",4242.0,D66
GM0489    ,Barendrecht,male,45-55,"Hbo-, wo-master, doctor",564.0,D66
GM0312    ,Bunnik,male,45-55,"Havo, vwo, mbo2-4",266.0,VVD
GM0995    ,Lelystad,male,15-25,"Vmbo, havo-/vwo-onderbouw, mbo1",2167.0,Did not vote
GM0394    ,Haarlemmermeer,male,65-75,"Hbo-, wo-bachelor",1752.0,VVD
GM0384    ,Diemen,male,15-25,"Havo, vwo, mbo2-4",1010.0,D66
GM0599    ,Rotterdam,male,35-45,"Hbo-, wo-master, doctor",8902.0,D66
GM1876    ,Bronckhorst,female,65-75,"Vmbo, havo-/vwo-onderbouw, mbo1",753.0,CDA
GM1655    ,Halderberge,female,45-55,"Hbo-, wo-bachelor",450.0,CDA
GM1507    ,Horst aan de Maas,male,15-25,"Vmbo, havo-/vwo-onderbouw, mbo1",802.0,Did not vote
GM0150    ,Deventer,female,45-55,"Havo, vwo, mbo2-4",2534.0,CDA
GM0502    ,Capelle aan den IJssel,male,65-75,"Vmbo, havo-/vwo-onderbouw, mbo1",695.0,50PLUS
GM0796    ,'s-Hertogenbosch,male,15-25,"Vmbo, havo-/vwo-onderbouw, mbo1",3294.0,Did not vote
GM1696    ,Wijdemeren,female,15-25,"Vmbo, havo-/vwo-onderbouw, mbo1",395.0,Did not vote
GM0014    ,Groningen (gemeente),female,35-45,"Hbo-, wo-master, doctor",4475.0,D66
GM0243    ,Harderwijk,male,35-45,"Havo, vwo, mbo2-4",1485.0,VVD
GM0356    ,Nieuwegein,male,45-55,"Hbo-, wo-bachelor",792.0,VVD
GM0479    ,Zaanstad,male,35-45,"Hbo-, wo-master, doctor",1610.0,D66
GM0748    ,Bergen op Zoom,female,15-25,"Vmbo, havo-/vwo-onderbouw, mbo1",1143.0,Did not vote
GM0748    ,Bergen op Zoom,female,45-55,"Havo, vwo, mbo2-4",1876.0,VVD
GM1842    ,Midden-Delfland,male,15-25,"Vmbo, havo-/vwo-onderbouw, mbo1",396.0,BBB
GM0047    ,Veendam,female,45-55,Basisonderwijs,121.0,Did not vote
GM0770    ,Eersel,male,65-75,"Havo, vwo, mbo2-4",506.0,CDA
GM1950    ,Westerwolde,female,55-65,"Havo, vwo, mbo2-4",1010.0,CDA
GM1904    ,Stichtse Vecht,female,45-55,"Havo, vwo, mbo2-4",1548.0,VVD
GM0358    ,Aalsmeer,female,45-55,"Hbo-, wo-bachelor",668.0,D66
GM1963    ,Hoeksche Waard,female,45-55,"Hbo-, wo-bachelor",1410.0,VVD
GM1883    ,Sittard-Geleen,male,15-25,"Vmbo, havo-/vwo-onderbouw, mbo1",1536.0,Did not vote
GM0394    ,Haarlemmermeer,female,65-75,"Havo, vwo, mbo2-4",3240.0,CDA
GM1980    ,Dijk en Waard,female,55-65,"Havo, vwo, mbo2-4",3000.0,CDA
GM0677    ,Hulst,male,45-55,"Havo, vwo, mbo2-4",802.0,VVD
GM0164    ,Hengelo (O.),female,65-75,"Havo, vwo, mbo2-4",1848.0,CDA
GM1721    ,Bernheze,male,25-35,"Hbo-, wo-bachelor",532.0,D66
GM1901    ,Bodegraven-Reeuwijk,female,15-25,"Vmbo, havo-/vwo-onderbouw, mbo1",626.0,Did not vote
GM0243    ,Harderwijk,female,15-25,Basisonderwijs,344.0,Did not vote
GM0375    ,Beverwijk,female,45-55,"Havo, vwo, mbo2-4",1184.0,D66
GM0826    ,Oosterhout,male,35-45,"Havo, vwo, mbo2-4",1414.0,VVD
GM0301    ,Zutphen,male,25-35,"Havo, vwo, mbo2-4",1385.0,VVD
GM0098    ,Weststellingwerf,male,45-55,"Havo, vwo, mbo2-4",843.0,CDA
GM1721    ,Bernheze,male,55-65,"Havo, vwo, mbo2-4",1198.0,CDA
GM0505    ,Dordrecht,female,35-45,"Hbo-, wo-master, doctor",1138.0,D66
GM0274    ,Renkum,male,65-75,"Hbo-, wo-bachelor",554.0,VVD
GM0772    ,Eindhoven,female,25-35,"Vmbo, havo-/vwo-onderbouw, mbo1",1339.0,PVV
GM1690    ,De Wolden,male,35-45,"Havo, vwo, mbo2-4",711.0,BBB
GM0293    ,Westervoort,female,55-65,"Vmbo, havo-/vwo-onderbouw, mbo1",266.0,50PLUS
GM0397    ,Heemstede,male,15-25,"Havo, vwo, mbo2-4",514.0,VVD
GM0243    ,Harderwijk,female,25-35,"Havo, vwo, mbo2-4",1335.0,D66
GM0518    ,'s-Gravenhage (gemeente),female,15-25,"Vmbo, havo-/vwo-onderbouw, mbo1",10488.0,Did not vote
GM0840    ,Rucphen,female,15-25,Basisonderwijs,112.0,Did not vote
GM0867    ,Waalwijk,male,15-25,"Vmbo, havo-/vwo-onderbouw, mbo1",1080.0,Did not vote
GM0556    ,Maassluis,male,25-35,"Havo, vwo, mbo2-4",1155.0,VVD
GM1895    ,Oldambt,male,25-35,"Havo, vwo, mbo2-4",1355.0,BBB
GM0189    ,Wierden,male,25-35,"Havo, vwo, mbo2-4",749.0,BBB
GM0014    ,Groningen (gemeente),male,35-45,"Vmbo, havo-/vwo-onderbouw, mbo1",1102.0,SP
GM0858    ,Valkenswaard,male,35-45,"Havo, vwo, mbo2-4",747.0,CDA
GM1900    ,Súdwest-Fryslân,female,45-55,"Havo, vwo, mbo2-4",2645.0,FNP
GM0034    ,Almere,female,15-25,"Havo, vwo, mbo2-4",5656.0,D66
GM0823    ,Oirschot,female,55-65,"Havo, vwo, mbo2-4",784.0,CDA
GM1901    ,Bodegraven-Reeuwijk,male,65-75,"Vmbo, havo-/vwo-onderbouw, mbo1",436.0,CDA
GM0396    ,Heemskerk,male,15-25,"Vmbo, havo-/vwo-onderbouw, mbo1",799.0,Did not vote
GM0302    ,Nunspeet,male,45-55,"Havo, vwo, mbo2-4",690.0,VVD
GM0899    ,Brunssum,male,15-25,Basisonderwijs,216.0,Did not vote
GM0363    ,Amsterdam,male,65-75,"Havo, vwo, mbo2-4",10856.0,VVD
GM0375    ,Beverwijk,male,35-45,"Havo, vwo, mbo2-4",1418.0,VVD
GM0484    ,Alphen aan den Rijn,male,45-55,"Havo, vwo, mbo2-4",3458.0,VVD
GM0014    ,Groningen (gemeente),male,15-25,"Vmbo, havo-/vwo-onderbouw, mbo1",4543.0,Did not vote
GM0642    ,Zwijndrecht,male,65-75,"Havo, vwo, mbo2-4",948.0,CDA
GM0014    ,Groningen (gemeente),male,35-45,"Hbo-, wo-master, doctor",3910.0,D66
GM0147    ,Borne,female,35-45,"Havo, vwo, mbo2-4",584.0,VVD
GM0420    ,Medemblik,female,25-35,"Havo, vwo, mbo2-4",1042.0,D66
GM0847    ,Someren,male,15-25,"Havo, vwo, mbo2-4",519.0,VVD
GM0297    ,Zaltbommel,female,25-35,"Hbo-, wo-bachelor",750.0,D66
GM0356    ,Nieuwegein,female,35-45,"Havo, vwo, mbo2-4",1742.0,D66
GM1980    ,Dijk en Waard,female,45-55,"Hbo-, wo-bachelor",1434.0,D66
GM1924    ,Goeree-Overflakkee,female,15-25,"Havo, vwo, mbo2-4",1232.0,PvdD
GM1966    ,Het Hogeland,male,55-65,"Havo, vwo, mbo2-4",1906.0,BBB
GM0518    ,'s-Gravenhage (gemeente),male,25-35,"Hbo-, wo-bachelor",9387.0,D66
GM0106    ,Assen,female,55-65,"Havo, vwo, mbo2-4",2479.0,CDA
GM0995    ,Lelystad,male,35-45,"Hbo-, wo-bachelor",986.0,VVD
GM0307    ,Amersfoort,female,15-25,"Vmbo, havo-/vwo-onderbouw, mbo1",3243.0,PvdD
GM0935    ,Maastricht,female,15-25,"Hbo-, wo-bachelor",2824.0,D66
GM1979    ,Eemsdelta,male,15-25,"Havo, vwo, mbo2-4",1020.0,D66
GM0770    ,Eersel,female,65-75,"Vmbo, havo-/vwo-onderbouw, mbo1",326.0,CDA
GM0345    ,Veenendaal,male,15-25,"Havo, vwo, mbo2-4",1886.0,VVD
GM0262    ,Lochem,female,15-25,Basisonderwijs,192.0,Did not vote
GM0606    ,Schiedam,female,25-35,"Havo, vwo, mbo2-4",2734.0,D66
GM1979    ,Eemsdelta,female,25-35,"Havo, vwo, mbo2-4",1131.0,D66
GM0505    ,Dordrecht,female,25-35,Basisonderwijs,435.0,Did not vote
GM0268    ,Nijmegen,male,35-45,"Hbo-, wo-master, doctor",3293.0,D66
GM0703    ,Reimerswaal,female,45-55,"Vmbo, havo-/vwo-onderbouw, mbo1",357.0,CDA
GM0228    ,Ede,female,65-75,"Vmbo, havo-/vwo-onderbouw, mbo1",1696.0,50PLUS
GM0599    ,Rotterdam,female,25-35,"Hbo-, wo-master, doctor",17464.0,D66
GM1740    ,Neder-Betuwe,female,25-35,"Havo, vwo, mbo2-4",960.0,BBB
GM1955    ,Montferland,female,45-55,"Havo, vwo, mbo2-4",1243.0,CDA
GM1924    ,Goeree-Overflakkee,male,65-75,"Havo, vwo, mbo2-4",1274.0,BBB
GM0715    ,Terneuzen,male,55-65,"Hbo-, wo-bachelor",592.0,VVD
GM0362    ,Amstelveen,male,55-65,"Havo, vwo, mbo2-4",1771.0,VVD
GM0166    ,Kampen,male,15-25,Basisonderwijs,559.0,Did not vote
GM0988    ,Weert,female,35-45,"Hbo-, wo-bachelor",809.0,CDA
GM0150    ,Deventer,male,45-55,"Hbo-, wo-bachelor",1677.0,VVD
GM0406    ,Huizen,male,45-55,"Havo, vwo, mbo2-4",986.0,VVD
GM1719    ,Drimmelen,male,65-75,Basisonderwijs,194.0,CDA
GM0718    ,Vlissingen,male,65-75,"Hbo-, wo-master, doctor",255.0,D66
GM0439    ,Purmerend,female,35-45,"Hbo-, wo-bachelor",1787.0,D66
GM0772    ,Eindhoven,female,55-65,"Hbo-, wo-bachelor",2534.0,CDA
GM0268    ,Nijmegen,female,25-35,"Hbo-, wo-bachelor",5465.0,D66
GM0772    ,Eindhoven,female,15-25,Basisonderwijs,1828.0,Did not vote
GM0642    ,Zwijndrecht,female,35-45,"Vmbo, havo-/vwo-onderbouw, mbo1",473.0,SP
GM0777    ,Etten-Leur,male,45-55,"Vmbo, havo-/vwo-onderbouw, mbo1",489.0,VVD
GM0202    ,Arnhem,female,45-55,"Vmbo, havo-/vwo-onderbouw, mbo1",1078.0,Did not vote
GM0917    ,Heerlen,male,35-45,"Hbo-, wo-bachelor",1058.0,VVD
GM0537    ,Katwijk,male,55-65,"Vmbo, havo-/vwo-onderbouw, mbo1",1118.0,VVD
GM0518    ,'s-Gravenhage (gemeente),male,45-55,"Hbo-, wo-master, doctor",9204.0,D66
GM1859    ,Berkelland,male,15-25,"Hbo-, wo-bachelor",125.0,D66
GM0845    ,Sint-Michielsgestel,male,15-25,"Vmbo, havo-/vwo-onderbouw, mbo1",623.0,Did not vote
GM0632    ,Woerden,female,65-75,"Vmbo, havo-/vwo-onderbouw, mbo1",747.0,50PLUS
GM1940    ,De Fryske Marren,female,25-35,"Hbo-, wo-bachelor",1038.0,D66
GM0363    ,Amsterdam,female,15-25,"Hbo-, wo-bachelor",12455.0,D66
GM0484    ,Alphen aan den Rijn,male,55-65,"Havo, vwo, mbo2-4",3540.0,VVD
GM0344    ,Utrecht (gemeente),male,25-35,"Havo, vwo, mbo2-4",9005.0,D66
GM0228    ,Ede,female,65-75,Basisonderwijs,845.0,50PLUS
GM1960    ,West Betuwe,male,25-35,"Hbo-, wo-master, doctor",231.0,D66
GM1641    ,Maasgouw,male,45-55,Basisonderwijs,470.0,BBB
GM0014    ,Groningen (gemeente),male,45-55,"Vmbo, havo-/vwo-onderbouw, mbo1",1486.0,VVD
GM0034    ,Almere,male,45-55,"Havo, vwo, mbo2-4",6162.0,VVD
GM0307    ,Amersfoort,male,55-65,"Havo, vwo, mbo2-4",3885.0,CDA
GM1940    ,De Fryske Marren,male,15-25,"Vmbo, havo-/vwo-onderbouw, mbo1",998.0,Did not vote
GM1948    ,Meierijstad,male,35-45,"Havo, vwo, mbo2-4",2423.0,CDA
GM0503    ,Delft,female,65-75,"Hbo-, wo-master, doctor",650.0,D66
GM0168    ,Losser,male,25-35,"Hbo-, wo-bachelor",288.0,D66
GM0034    ,Almere,male,65-75,"Vmbo, havo-/vwo-onderbouw, mbo1",1674.0,50PLUS
GM0855    ,Tilburg,female,55-65,"Havo, vwo, mbo2-4",5792.0,CDA
GM0828    ,Oss,female,55-65,"Vmbo, havo-/vwo-onderbouw, mbo1",1596.0,CDA
GM0772    ,Eindhoven,male,15-25,"Havo, vwo, mbo2-4",9950.0,D66
GM1931    ,Krimpenerwaard,female,65-75,"Vmbo, havo-/vwo-onderbouw, mbo1",1135.0,CDA
GM1949    ,Waadhoeke,male,25-35,"Havo, vwo, mbo2-4",1586.0,Did not vote
GM0400    ,Den Helder,female,65-75,"Vmbo, havo-/vwo-onderbouw, mbo1",1189.0,50PLUS
GM0531    ,Hendrik-Ido-Ambacht,male,45-55,"Hbo-, wo-master, doctor",235.0,D66
GM0637    ,Zoetermeer,male,25-35,"Havo, vwo, mbo2-4",3973.0,D66
GM0014    ,Groningen (gemeente),male,25-35,"Hbo-, wo-master, doctor",6468.0,D66
GM0034    ,Almere,female,65-75,"Hbo-, wo-bachelor",1648.0,50PLUS
GM0344    ,Utrecht (gemeente),male,55-65,"Havo, vwo, mbo2-4",5170.0,CDA
GM0502    ,Capelle aan den IJssel,male,35-45,"Havo, vwo, mbo2-4",1735.0,VVD
GM0794    ,Helmond,female,15-25,"Havo, vwo, mbo2-4",2326.0,GL-PvdA
GM1728    ,Bladel,male,35-45,"Havo, vwo, mbo2-4",588.0,CDA
GM0163    ,Hellendoorn,male,15-25,Basisonderwijs,297.0,Did not vote
GM1959    ,Altena,female,45-55,"Hbo-, wo-master, doctor",278.0,D66
GM0394    ,Haarlemmermeer,male,55-65,"Havo, vwo, mbo2-4",5117.0,VVD
GM0772    ,Eindhoven,female,45-55,Basisonderwijs,1519.0,Did not vote
GM0228    ,Ede,female,55-65,"Havo, vwo, mbo2-4",3410.0,50PLUS
GM1969    ,Westerkwartier,male,65-75,"Havo, vwo, mbo2-4",1562.0,CDA
GM0228    ,Ede,male,45-55,"Havo, vwo, mbo2-4",3074.0,VVD
GM0809    ,Loon op Zand,female,25-35,"Havo, vwo, mbo2-4",623.0,D66
GM1721    ,Bernheze,female,25-35,"Hbo-, wo-bachelor",623.0,D66
GM0363    ,Amsterdam,female,35-45,"Hbo-, wo-bachelor",18687.0,D66
GM1970    ,Noardeast-Fryslân,male,35-45,"Havo, vwo, mbo2-4",1438.0,BBB
GM0935    ,Maastricht,male,35-45,"Havo, vwo, mbo2-4",2022.0,D66
GM0603    ,Rijswijk (ZH.),female,35-45,"Vmbo, havo-/vwo-onderbouw, mbo1",360.0,VVD
GM0394    ,Haarlemmermeer,male,25-35,"Hbo-, wo-bachelor",2290.0,D66
GM0518    ,'s-Gravenhage (gemeente),female,25-35,"Havo, vwo, mbo2-4",14112.0,D66
GM0344    ,Utrecht (gemeente),female,35-45,"Hbo-, wo-bachelor",7205.0,D66
GM0361    ,Alkmaar,female,25-35,"Havo, vwo, mbo2-4",2978.0,D66
GM0268    ,Nijmegen,male,15-25,"Vmbo, havo-/vwo-onderbouw, mbo1",2938.0,PVV
GM0345    ,Veenendaal,male,35-45,"Hbo-, wo-master, doctor",484.0,D66
GM0014    ,Groningen (gemeente),female,25-35,"Havo, vwo, mbo2-4",5352.0,D66
GM1930    ,Nissewaard,male,55-65,"Havo, vwo, mbo2-4",3078.0,VVD
GM1859    ,Berkelland,male,35-45,"Hbo-, wo-bachelor",483.0,BBB
GM0743    ,Asten,male,65-75,"Havo, vwo, mbo2-4",469.0,CDA
GM1901    ,Bodegraven-Reeuwijk,male,65-75,"Havo, vwo, mbo2-4",724.0,VVD
GM0158    ,Haaksbergen,male,35-45,"Havo, vwo, mbo2-4",668.0,VVD
GM0777    ,Etten-Leur,male,55-65,"Vmbo, havo-/vwo-onderbouw, mbo1",560.0,CDA
GM0518    ,'s-Gravenhage (gemeente),male,45-55,"Vmbo, havo-/vwo-onderbouw, mbo1",5806.0,VVD
GM0164    ,Hengelo (O.),female,15-25,"Hbo-, wo-bachelor",403.0,D66
GM0050    ,Zeewolde,male,35-45,"Vmbo, havo-/vwo-onderbouw, mbo1",166.0,VVD
GM0086    ,Opsterland,male,35-45,"Vmbo, havo-/vwo-onderbouw, mbo1",190.0,BBB
GM0479    ,Zaanstad,male,35-45,"Havo, vwo, mbo2-4",5095.0,VVD
GM0363    ,Amsterdam,male,35-45,Basisonderwijs,4081.0,Did not vote
GM1731    ,Midden-Drenthe,male,15-25,"Havo, vwo, mbo2-4",857.0,BBB
GM1740    ,Neder-Betuwe,male,55-65,"Vmbo, havo-/vwo-onderbouw, mbo1",410.0,CDA
GM1955    ,Montferland,male,45-55,"Hbo-, wo-bachelor",481.0,VVD
GM0085    ,Ooststellingwerf,female,15-25,"Vmbo, havo-/vwo-onderbouw, mbo1",404.0,BBB
GM1734    ,Overbetuwe,male,65-75,"Havo, vwo, mbo2-4",1058.0,CDA
GM0879    ,Zundert,female,45-55,"Hbo-, wo-bachelor",273.0,CDA
GM0556    ,Maassluis,female,65-75,"Hbo-, wo-master, doctor",86.0,D66
GM0362    ,Amstelveen,male,45-55,"Hbo-, wo-bachelor",1202.0,D66
GM1948    ,Meierijstad,female,45-55,"Hbo-, wo-bachelor",1071.0,CDA
GM0777    ,Etten-Leur,male,15-25,"Vmbo, havo-/vwo-onderbouw, mbo1",998.0,PVV
GM1942    ,Gooise Meren,female,55-65,"Hbo-, wo-bachelor",1021.0,VVD
GM0263    ,Maasdriel,male,15-25,"Havo, vwo, mbo2-4",730.0,BBB
GM0392    ,Haarlem,female,65-75,"Hbo-, wo-bachelor",1984.0,50PLUS
GM0074    ,Heerenveen,female,35-45,"Havo, vwo, mbo2-4",1188.0,FNP
GM0489    ,Barendrecht,male,25-35,"Vmbo, havo-/vwo-onderbouw, mbo1",176.0,Did not vote
