index,state_cat,cd_cat,age_cat,gender_cat,race_cat,hispanic_cat,educ_cat,cell_pop,state_abbrv,state_cd,vote_choice
571,48,7,68-72,Male,White,Not Hispanic,HS grad,367.3657126907416,TX,TX-7,Republican
572,26,13,58-62,Female,Black,Not Hispanic,2-year,1167.7376,MI,MI-13,Republican
573,42,11,58-62,Female,White,Not Hispanic,4-year,3546.0304,PA,PA-11,Other
574,48,11,33-37,Male,Other/Multi,Hispanic,Some college,2128.532427838082,TX,TX-11,Republican
575,28,2,58-62,Female,Black,Not Hispanic,Some college,3197.4122000000007,MS,MS-2,Democrat
576,48,37,58-62,Female,White,Not Hispanic,4-year,3278.568038875079,TX,TX-37,Republican
577,36,1,38-42,Male,White,Not Hispanic,4-year,4247.582799999998,NY,NY-1,Other
578,48,10,48-52,Male,Other/Multi,Hispanic,HS grad,743.9880296082623,TX,TX-10,Democrat
579,18,1,63-67,Female,White,Not Hispanic,HS grad,7137.310800000002,IN,IN-1,Did not vote
580,27,8,23-27,Female,White,Not Hispanic,4-year,4249.900999999996,MN,MN-8,Democrat
581,30,1,78-82,Female,White,Not Hispanic,HS grad,2631.376999999999,MT,MT-1,Other
582,6,27,33-37,Female,White,Not Hispanic,4-year,2178.869868616838,CA,CA-27,Democrat
583,22,3,43-47,Male,White,Not Hispanic,HS grad,5867.599200000001,LA,LA-3,Democrat
584,49,3,23-27,Male,White,Not Hispanic,No HS,1157.346328557784,UT,UT-3,Democrat
585,36,21,38-42,Female,White,Not Hispanic,Some college,3110.251700000001,NY,NY-21,Republican
586,9,1,43-47,Female,Other/Multi,Hispanic,HS grad,884.4126,CT,CT-1,Democrat
587,17,17,83+,Male,White,Not Hispanic,2-year,358.1886,IL,IL-17,Democrat
588,12,1,33-37,Male,White,Not Hispanic,2-year,2727.6970634207983,FL,FL-1,Republican
589,4,3,48-52,Male,White,Not Hispanic,4-year,1538.8692999999992,AZ,AZ-3,Republican
590,51,2,43-47,Male,White,Not Hispanic,HS grad,2995.922600000001,VA,VA-2,Republican
591,25,8,58-62,Male,White,Not Hispanic,Post-grad,3662.3811999999953,MA,MA-8,Did not vote
592,17,3,78-82,Male,Asian,Not Hispanic,Post-grad,91.4914,IL,IL-3,Republican
593,36,6,43-47,Female,Asian,Not Hispanic,HS grad,851.9803999999997,NY,NY-6,Democrat
594,1,4,28-32,Female,White,Not Hispanic,4-year,2918.7429,AL,AL-4,Democrat
595,13,9,53-57,Female,White,Not Hispanic,HS grad,4977.081499999997,GA,GA-9,Did not vote
596,39,10,23-27,Male,White,Not Hispanic,2-year,1957.9663948869825,OH,OH-10,Democrat
597,36,22,48-52,Female,White,Not Hispanic,4-year,3851.5340999999967,NY,NY-22,Democrat
598,55,2,18-22,Female,White,Not Hispanic,Some college,10983.5115,WI,WI-2,Did not vote
599,36,17,18-22,Female,White,Not Hispanic,HS grad,5541.2827,NY,NY-17,Did not vote
600,26,11,48-52,Male,Black,Not Hispanic,Some college,1395.1061,MI,MI-11,Democrat
601,42,8,63-67,Female,White,Not Hispanic,4-year,3905.159699999997,PA,PA-8,Republican
602,48,35,18-22,Male,White,Hispanic,HS grad,2266.185058781484,TX,TX-35,Democrat
603,40,2,33-37,Male,Native American,Not Hispanic,HS grad,1807.5334,OK,OK-2,Republican
604,53,6,48-52,Female,Native American,Not Hispanic,Post-grad,19.0,WA,WA-6,Democrat
605,42,16,83+,Female,White,Not Hispanic,HS grad,9165.109700000006,PA,PA-16,Democrat
606,48,18,23-27,Female,Black,Not Hispanic,Post-grad,779.9692886620074,TX,TX-18,Democrat
607,6,31,58-62,Female,Other/Multi,Hispanic,No HS,2140.51717149697,CA,CA-31,Democrat
608,41,2,33-37,Female,White,Not Hispanic,Some college,3386.7658000000006,OR,OR-2,Republican
609,25,5,28-32,Male,White,Not Hispanic,Post-grad,4104.821900000005,MA,MA-5,Democrat
610,34,1,18-22,Female,Asian,Not Hispanic,HS grad,322.37729999999993,NJ,NJ-1,Other
611,37,4,73-77,Female,White,Not Hispanic,Some college,1519.8740902049133,NC,NC-4,Republican
612,53,9,33-37,Male,White,Not Hispanic,Post-grad,2448.4052,WA,WA-9,Republican
613,55,3,28-32,Female,White,Not Hispanic,2-year,2602.649300000001,WI,WI-3,Republican
614,13,13,73-77,Female,Black,Not Hispanic,HS grad,1441.0496999999998,GA,GA-13,Democrat
615,41,2,68-72,Male,White,Not Hispanic,Some college,6276.951,OR,OR-2,Republican
616,42,3,78-82,Male,White,Not Hispanic,Post-grad,862.9150999999999,PA,PA-3,Democrat
617,18,4,33-37,Female,White,Not Hispanic,4-year,5334.218099999998,IN,IN-4,Other
618,6,36,38-42,Male,Black,Not Hispanic,Post-grad,291.5411436480708,CA,CA-36,Other
619,5,1,28-32,Male,Black,Not Hispanic,HS grad,2485.8554000000004,AR,AR-1,Did not vote
620,42,15,23-27,Female,White,Not Hispanic,HS grad,5978.517400000005,PA,PA-15,Other
621,27,3,78-82,Male,White,Not Hispanic,4-year,1853.4285,MN,MN-3,Did not vote
622,55,3,53-57,Male,White,Not Hispanic,HS grad,7980.555299999985,WI,WI-3,Democrat
623,26,6,43-47,Female,White,Not Hispanic,Post-grad,3785.342299999999,MI,MI-6,Did not vote
624,54,2,48-52,Female,White,Not Hispanic,2-year,2765.4856,WV,WV-2,Republican
625,23,2,83+,Male,White,Not Hispanic,Post-grad,1289.9113000000002,ME,ME-2,Republican
626,45,3,43-47,Female,White,Not Hispanic,HS grad,3687.0718000000006,SC,SC-3,Republican
627,6,17,33-37,Female,Asian,Not Hispanic,4-year,2789.5637806033888,CA,CA-17,Democrat
628,34,2,18-22,Female,White,Not Hispanic,Some college,4642.566799999997,NJ,NJ-2,Democrat
629,45,6,78-82,Male,White,Not Hispanic,4-year,1223.4313999999988,SC,SC-6,Democrat
630,51,1,38-42,Male,White,Not Hispanic,Post-grad,2678.0165,VA,VA-1,Democrat
631,47,7,23-27,Female,White,Not Hispanic,Post-grad,1542.8809999999996,TN,TN-7,Democrat
632,4,8,58-62,Female,White,Not Hispanic,Post-grad,2304.3539,AZ,AZ-8,Other
633,20,2,38-42,Female,White,Not Hispanic,Some college,3146.6775999999986,KS,KS-2,Republican
634,5,4,53-57,Female,White,Not Hispanic,2-year,1870.2583,AR,AR-4,Republican
635,6,29,33-37,Male,Black,Not Hispanic,Some college,467.40415538282,CA,CA-29,Democrat
636,37,13,73-77,Female,Black,Not Hispanic,2-year,224.24340320136625,NC,NC-13,Democrat
637,39,14,33-37,Female,Black,Not Hispanic,Some college,646.8412390247806,OH,OH-14,Democrat
638,42,13,63-67,Female,White,Not Hispanic,HS grad,12928.8045,PA,PA-13,Other
639,48,17,48-52,Female,White,Hispanic,4-year,128.60463302799184,TX,TX-17,Democrat
640,41,5,38-42,Female,White,Not Hispanic,4-year,5855.137900000001,OR,OR-5,Republican
641,45,6,43-47,Female,White,Not Hispanic,4-year,2902.801300000001,SC,SC-6,Republican
642,5,4,58-62,Male,White,Not Hispanic,HS grad,8655.391000000005,AR,AR-4,Republican
643,12,18,38-42,Female,Black,Not Hispanic,HS grad,1228.2731789496302,FL,FL-18,Other
644,36,17,58-62,Male,White,Not Hispanic,Post-grad,4474.723099999998,NY,NY-17,Democrat
645,48,14,18-22,Male,Other/Multi,Hispanic,Some college,1232.9809904183503,TX,TX-14,Other
646,1,2,83+,Female,White,Not Hispanic,HS grad,3121.8291,AL,AL-2,Republican
647,29,2,73-77,Female,White,Not Hispanic,HS grad,4984.062064979822,MO,MO-2,Republican
648,37,14,63-67,Female,White,Not Hispanic,Some college,3532.5002797083807,NC,NC-14,Republican
649,4,5,58-62,Female,White,Not Hispanic,2-year,2420.926100000001,AZ,AZ-5,Other
650,22,4,58-62,Female,White,Not Hispanic,HS grad,5957.208500000009,LA,LA-4,Did not vote
651,48,31,38-42,Female,Other/Multi,Hispanic,Some college,1423.526903641284,TX,TX-31,Democrat
652,37,12,28-32,Male,White,Not Hispanic,4-year,7412.925658840157,NC,NC-12,Republican
653,12,19,63-67,Female,White,Not Hispanic,Post-grad,4390.651709507329,FL,FL-19,Republican
654,48,11,58-62,Female,White,Not Hispanic,2-year,1077.6970238485003,TX,TX-11,Republican
655,18,4,78-82,Female,White,Not Hispanic,HS grad,4641.3786999999975,IN,IN-4,Did not vote
656,48,11,83+,Female,Other/Multi,Hispanic,Some college,133.5102449869538,TX,TX-11,Democrat
657,16,2,28-32,Male,White,Not Hispanic,2-year,1707.0037,ID,ID-2,Republican
658,36,2,58-62,Female,White,Not Hispanic,Post-grad,2736.382600000001,NY,NY-2,Democrat
659,22,2,63-67,Female,Black,Not Hispanic,2-year,1031.2257,LA,LA-2,Democrat
660,13,8,28-32,Female,Black,Not Hispanic,4-year,1038.9537,GA,GA-8,Other
661,48,26,73-77,Male,White,Hispanic,4-year,72.66971932056546,TX,TX-26,Democrat
662,9,5,83+,Female,Other/Multi,Not Hispanic,HS grad,27.2267,CT,CT-5,Democrat
663,6,17,33-37,Female,Asian,Not Hispanic,2-year,448.2664474837768,CA,CA-17,Democrat
664,18,2,33-37,Male,White,Not Hispanic,HS grad,4974.983499999993,IN,IN-2,Republican
665,40,1,18-22,Female,Other/Multi,Hispanic,No HS,912.4183,OK,OK-1,Republican
666,47,1,18-22,Female,White,Not Hispanic,HS grad,6975.881999999991,TN,TN-1,Did not vote
667,56,1,33-37,Male,White,Not Hispanic,4-year,3210.0,WY,WY-1,Democrat
668,16,1,38-42,Male,Other/Multi,Not Hispanic,4-year,373.0724000000001,ID,ID-1,Republican
669,23,1,43-47,Male,White,Not Hispanic,4-year,5350.385400000001,ME,ME-1,Republican
670,6,42,58-62,Female,Asian,Not Hispanic,Some college,536.1332958353703,CA,CA-42,Republican
671,34,10,58-62,Male,Black,Not Hispanic,Post-grad,752.1148999999999,NJ,NJ-10,Democrat
672,55,8,63-67,Female,White,Not Hispanic,4-year,3463.4926999999943,WI,WI-8,Democrat
673,39,9,33-37,Male,White,Not Hispanic,HS grad,5299.85631659037,OH,OH-9,Republican
674,36,4,68-72,Female,White,Not Hispanic,Post-grad,3350.0905999999995,NY,NY-4,Republican
675,21,6,68-72,Female,White,Not Hispanic,Some college,3578.598999999998,KY,KY-6,Republican
676,49,2,33-37,Male,White,Not Hispanic,HS grad,5461.0642579258265,UT,UT-2,Republican
677,27,7,33-37,Female,Other/Multi,Not Hispanic,4-year,234.2827,MN,MN-7,Republican
678,6,41,48-52,Male,White,Not Hispanic,No HS,244.38850737123536,CA,CA-41,Republican
679,19,3,28-32,Male,White,Not Hispanic,4-year,7195.019200000004,IA,IA-3,Republican
680,6,8,58-62,Male,White,Hispanic,HS grad,196.0384961546829,CA,CA-8,Republican
681,12,5,43-47,Female,White,Not Hispanic,4-year,6194.29089249476,FL,FL-5,Other
682,2,1,58-62,Male,White,Not Hispanic,HS grad,4484.0,AK,AK-1,Democrat
683,26,1,63-67,Male,White,Not Hispanic,HS grad,11848.695399999988,MI,MI-1,Republican
684,36,22,68-72,Female,White,Not Hispanic,HS grad,5760.321400000004,NY,NY-22,Democrat
685,18,2,73-77,Male,White,Not Hispanic,HS grad,4167.386,IN,IN-2,Republican
686,24,4,63-67,Male,Black,Not Hispanic,HS grad,4300.470799999999,MD,MD-4,Democrat
687,53,4,68-72,Male,White,Not Hispanic,2-year,1595.7019000000005,WA,WA-4,Republican
688,42,4,63-67,Male,White,Not Hispanic,Some college,3085.0342,PA,PA-4,Democrat
689,32,1,63-67,Male,White,Not Hispanic,HS grad,3323.051400000001,NV,NV-1,Republican
690,13,12,33-37,Male,White,Not Hispanic,No HS,1076.2313000000004,GA,GA-12,Did not vote
691,48,31,83+,Female,White,Not Hispanic,HS grad,2994.720219831351,TX,TX-31,Democrat
692,12,18,53-57,Female,White,Not Hispanic,Post-grad,1456.9298045173994,FL,FL-18,Other
693,17,12,33-37,Female,White,Not Hispanic,HS grad,3292.882600000001,IL,IL-12,Did not vote
694,48,37,43-47,Female,White,Not Hispanic,4-year,4851.137291035092,TX,TX-37,Other
695,29,8,78-82,Male,White,Not Hispanic,No HS,1538.7088492757748,MO,MO-8,Democrat
696,41,6,53-57,Male,Other/Multi,Hispanic,No HS,896.2262999999998,OR,OR-6,Republican
697,36,2,68-72,Male,White,Not Hispanic,Some college,2577.916200000002,NY,NY-2,Democrat
698,37,4,53-57,Female,White,Not Hispanic,Some college,1571.116786290631,NC,NC-4,Democrat
699,16,2,38-42,Male,White,Not Hispanic,HS grad,5526.799999999998,ID,ID-2,Other
700,12,21,28-32,Male,Other/Multi,Hispanic,HS grad,725.4461361395855,FL,FL-21,Republican
701,17,10,78-82,Male,White,Not Hispanic,Some college,1173.2044000000003,IL,IL-10,Republican
702,6,51,53-57,Female,White,Not Hispanic,HS grad,2020.3114364976657,CA,CA-51,Democrat
703,48,21,43-47,Male,Black,Not Hispanic,Some college,767.2001994986729,TX,TX-21,Republican
704,13,11,63-67,Female,White,Not Hispanic,4-year,4224.814499999998,GA,GA-11,Republican
705,34,4,53-57,Female,White,Not Hispanic,4-year,5428.824399999998,NJ,NJ-4,Republican
706,45,2,58-62,Female,Black,Not Hispanic,Some college,2114.6534999999994,SC,SC-2,Did not vote
707,42,17,63-67,Female,White,Not Hispanic,2-year,3665.8997,PA,PA-17,Democrat
708,25,4,48-52,Male,White,Not Hispanic,No HS,1059.8142000000005,MA,MA-4,Democrat
709,26,11,18-22,Female,Black,Not Hispanic,Some college,1595.8433000000005,MI,MI-11,Democrat
710,55,7,53-57,Male,White,Not Hispanic,HS grad,8556.463899999999,WI,WI-7,Did not vote
711,37,13,53-57,Female,Black,Not Hispanic,2-year,685.557550406622,NC,NC-13,Democrat
712,47,3,68-72,Male,White,Not Hispanic,HS grad,5441.634700000005,TN,TN-3,Democrat
713,48,34,53-57,Male,Other/Multi,Hispanic,No HS,2085.432742440885,TX,TX-34,Democrat
714,44,2,63-67,Male,White,Not Hispanic,4-year,3387.3988999999992,RI,RI-2,Other
715,9,4,73-77,Female,White,Not Hispanic,HS grad,2430.6651,CT,CT-4,Democrat
716,34,4,68-72,Female,Other/Multi,Hispanic,No HS,200.87840000000003,NJ,NJ-4,Democrat
717,6,25,68-72,Female,Other/Multi,Not Hispanic,Some college,196.29450618592767,CA,CA-25,Did not vote
718,37,4,38-42,Female,White,Not Hispanic,Post-grad,5950.954594154721,NC,NC-4,Democrat
719,53,3,28-32,Female,White,Not Hispanic,4-year,4651.850600000001,WA,WA-3,Republican
720,29,2,23-27,Female,White,Not Hispanic,Some college,2581.012852741557,MO,MO-2,Republican
721,25,2,28-32,Female,White,Not Hispanic,Post-grad,3884.934199999997,MA,MA-2,Republican
722,4,8,28-32,Male,White,Hispanic,HS grad,574.1958999999999,AZ,AZ-8,Democrat
723,53,5,23-27,Female,White,Not Hispanic,4-year,5775.354399999997,WA,WA-5,Republican
724,6,26,38-42,Female,White,Not Hispanic,HS grad,983.00240552693,CA,CA-26,Democrat
725,5,1,33-37,Male,White,Not Hispanic,HS grad,7252.409999999998,AR,AR-1,Republican
726,12,23,28-32,Male,White,Not Hispanic,HS grad,2184.0538555505173,FL,FL-23,Republican
727,6,7,78-82,Female,White,Not Hispanic,HS grad,1382.3250198757594,CA,CA-7,Democrat
728,26,2,43-47,Female,White,Not Hispanic,Post-grad,2462.3245,MI,MI-2,Democrat
729,29,3,43-47,Female,White,Not Hispanic,4-year,5058.489912735096,MO,MO-3,Did not vote
730,17,6,43-47,Female,White,Hispanic,4-year,102.6302,IL,IL-6,Democrat
731,6,1,53-57,Female,White,Not Hispanic,Some college,4120.315071355693,CA,CA-1,Democrat
732,6,30,43-47,Male,White,Not Hispanic,4-year,4436.819228929003,CA,CA-30,Republican
733,21,3,48-52,Female,White,Not Hispanic,4-year,3477.882700000002,KY,KY-3,Democrat
734,6,5,63-67,Female,White,Not Hispanic,HS grad,3004.3207953319225,CA,CA-5,Democrat
735,39,8,28-32,Female,White,Not Hispanic,4-year,5240.424541382138,OH,OH-8,Republican
736,12,7,38-42,Male,White,Not Hispanic,Some college,2593.234579708009,FL,FL-7,Democrat
737,17,1,43-47,Male,Black,Not Hispanic,Some college,2248.129900000001,IL,IL-1,Democrat
738,22,1,53-57,Female,Other/Multi,Hispanic,HS grad,286.2287999999999,LA,LA-1,Republican
739,24,3,18-22,Male,Other/Multi,Not Hispanic,HS grad,946.7133,MD,MD-3,Republican
740,1,1,63-67,Female,White,Not Hispanic,HS grad,6731.413399999996,AL,AL-1,Democrat
741,6,30,58-62,Male,White,Not Hispanic,Some college,2526.164628018378,CA,CA-30,Other
742,48,16,28-32,Male,Asian,Hispanic,HS grad,68.42015279102785,TX,TX-16,Democrat
743,1,1,48-52,Male,Black,Not Hispanic,HS grad,2081.3243999999995,AL,AL-1,Republican
744,28,4,23-27,Male,White,Not Hispanic,2-year,1725.0076,MS,MS-4,Republican
745,27,3,68-72,Male,White,Not Hispanic,2-year,1575.5357,MN,MN-3,Republican
746,17,15,53-57,Female,White,Not Hispanic,HS grad,6788.42480000001,IL,IL-15,Democrat
747,25,1,53-57,Female,White,Not Hispanic,HS grad,5340.393800000006,MA,MA-1,Democrat
748,42,16,43-47,Male,White,Not Hispanic,No HS,1240.4821,PA,PA-16,Republican
749,48,6,28-32,Male,Black,Not Hispanic,Post-grad,399.65140106285713,TX,TX-6,Democrat
750,13,1,73-77,Female,White,Not Hispanic,Post-grad,1441.556,GA,GA-1,Democrat
751,17,10,78-82,Male,White,Not Hispanic,Some college,1173.2044000000003,IL,IL-10,Republican
752,12,21,58-62,Male,Asian,Not Hispanic,4-year,177.97886593379283,FL,FL-21,Other
753,26,12,48-52,Male,White,Not Hispanic,No HS,1031.8329,MI,MI-12,Democrat
754,39,2,28-32,Male,White,Not Hispanic,No HS,1857.706599321634,OH,OH-2,Other
755,12,15,83+,Female,White,Not Hispanic,Post-grad,763.9916493218393,FL,FL-15,Republican
756,17,14,48-52,Female,White,Not Hispanic,HS grad,3240.701400000002,IL,IL-14,Other
757,51,3,53-57,Female,Black,Not Hispanic,2-year,866.8165000000002,VA,VA-3,Republican
758,5,4,48-52,Male,White,Not Hispanic,HS grad,6882.542799999999,AR,AR-4,Republican
759,26,4,63-67,Female,White,Not Hispanic,HS grad,6772.314099999998,MI,MI-4,Republican
760,39,13,53-57,Male,White,Not Hispanic,No HS,1380.872850111069,OH,OH-13,Republican
761,6,49,43-47,Male,White,Hispanic,Some college,86.85420764693832,CA,CA-49,Did not vote
762,5,3,83+,Male,White,Not Hispanic,Some college,1339.2006,AR,AR-3,Democrat
763,6,43,33-37,Male,Other/Multi,Hispanic,Some college,1739.2646555770011,CA,CA-43,Democrat
764,49,3,63-67,Male,White,Not Hispanic,HS grad,3932.707022432782,UT,UT-3,Democrat
765,1,5,18-22,Male,White,Not Hispanic,No HS,1316.4059999999995,AL,AL-5,Did not vote
766,10,1,28-32,Male,Black,Not Hispanic,Some college,2069.0,DE,DE-1,Democrat
767,4,6,38-42,Female,Other/Multi,Not Hispanic,HS grad,292.7213,AZ,AZ-6,Republican
768,6,30,23-27,Female,White,Not Hispanic,4-year,7954.416447175584,CA,CA-30,Other
769,36,16,73-77,Male,Other/Multi,Hispanic,No HS,970.4150000000002,NY,NY-16,Did not vote
770,12,21,38-42,Male,White,Not Hispanic,No HS,736.1857198612137,FL,FL-21,Democrat
771,34,7,73-77,Female,White,Not Hispanic,2-year,864.3715000000001,NJ,NJ-7,Republican
772,36,2,53-57,Male,White,Not Hispanic,4-year,3585.092500000001,NY,NY-2,Other
773,48,10,28-32,Male,White,Not Hispanic,HS grad,3308.268612723559,TX,TX-10,Democrat
774,1,3,18-22,Male,White,Not Hispanic,Some college,8287.8519,AL,AL-3,Republican
775,48,12,18-22,Female,White,Hispanic,No HS,189.60351077087287,TX,TX-12,Democrat
776,36,16,43-47,Male,White,Not Hispanic,Post-grad,3213.8671,NY,NY-16,Republican
777,8,2,68-72,Male,White,Not Hispanic,4-year,4762.477500000002,CO,CO-2,Republican
778,42,13,43-47,Female,White,Not Hispanic,Some college,3415.8570000000004,PA,PA-13,Democrat
779,48,12,73-77,Male,White,Not Hispanic,HS grad,1680.903713634128,TX,TX-12,Democrat
780,12,27,23-27,Female,White,Not Hispanic,4-year,1953.2619730336369,FL,FL-27,Democrat
781,49,3,63-67,Female,White,Not Hispanic,4-year,3092.9098602000186,UT,UT-3,Democrat
782,26,2,23-27,Male,Black,Not Hispanic,Post-grad,13.2891,MI,MI-2,Democrat
783,36,8,68-72,Female,Asian,Not Hispanic,Some college,52.431,NY,NY-8,Democrat
784,55,3,28-32,Male,White,Not Hispanic,HS grad,5943.764500000007,WI,WI-3,Democrat
785,19,1,58-62,Male,White,Not Hispanic,HS grad,10029.96369999999,IA,IA-1,Republican
786,47,3,33-37,Female,White,Not Hispanic,4-year,5013.503799999999,TN,TN-3,Republican
787,17,9,18-22,Male,Asian,Not Hispanic,Some college,1105.1402999999998,IL,IL-9,Republican
788,45,5,63-67,Female,White,Not Hispanic,Post-grad,2170.9940000000006,SC,SC-5,Did not vote
789,36,7,43-47,Female,White,Not Hispanic,2-year,373.6814,NY,NY-7,Democrat
790,12,11,33-37,Female,White,Not Hispanic,Post-grad,1582.7057454764672,FL,FL-11,Other
791,24,1,83+,Female,Black,Not Hispanic,Some college,168.3304,MD,MD-1,Democrat
792,17,8,58-62,Male,White,Not Hispanic,2-year,1240.5299999999993,IL,IL-8,Republican
793,6,13,63-67,Male,Other/Multi,Hispanic,No HS,2058.368370149508,CA,CA-13,Did not vote
794,4,5,63-67,Female,Asian,Not Hispanic,2-year,33.896,AZ,AZ-5,Other
795,18,4,33-37,Female,White,Not Hispanic,2-year,2582.2315000000003,IN,IN-4,Republican
796,4,1,33-37,Male,Other/Multi,Not Hispanic,Some college,349.90920000000006,AZ,AZ-1,Republican
797,8,4,18-22,Male,White,Not Hispanic,Some college,5387.606899999984,CO,CO-4,Democrat
798,40,4,23-27,Male,White,Not Hispanic,HS grad,7719.599099999992,OK,OK-4,Republican
799,39,12,28-32,Male,White,Not Hispanic,Some college,3823.038515580276,OH,OH-12,Republican
800,41,4,78-82,Male,White,Not Hispanic,4-year,1481.509099999999,OR,OR-4,Did not vote
801,17,8,48-52,Female,White,Not Hispanic,HS grad,1948.6458,IL,IL-8,Republican
802,48,28,43-47,Female,Other/Multi,Hispanic,2-year,912.9276164409056,TX,TX-28,Democrat
803,36,4,28-32,Male,Black,Not Hispanic,4-year,1186.1137,NY,NY-4,Republican
804,6,37,38-42,Female,Black,Not Hispanic,4-year,709.7843689459244,CA,CA-37,Democrat
805,6,46,28-32,Male,White,Hispanic,No HS,576.128976848307,CA,CA-46,Democrat
806,39,6,28-32,Female,White,Not Hispanic,Some college,4313.43128087261,OH,OH-6,Democrat
807,8,7,38-42,Male,White,Not Hispanic,HS grad,3700.8577999999975,CO,CO-7,Republican
808,28,3,63-67,Female,Black,Not Hispanic,Some college,1951.8208,MS,MS-3,Democrat
809,55,6,38-42,Female,White,Not Hispanic,4-year,5975.096000000002,WI,WI-6,Democrat
810,1,2,63-67,Female,White,Not Hispanic,4-year,1842.8015999999973,AL,AL-2,Democrat
811,2,1,28-32,Male,White,Not Hispanic,2-year,1788.0,AK,AK-1,Other
812,55,6,68-72,Male,Other/Multi,Hispanic,Some college,45.0932,WI,WI-6,Republican
813,35,3,28-32,Male,Native American,Not Hispanic,2-year,282.101,NM,NM-3,Democrat
814,6,37,78-82,Female,Black,Not Hispanic,Some college,937.2389650227632,CA,CA-37,Democrat
815,48,32,23-27,Female,Asian,Not Hispanic,4-year,1134.3704685972791,TX,TX-32,Republican
816,48,24,28-32,Female,Other/Multi,Hispanic,HS grad,1014.6427794950464,TX,TX-24,Democrat
817,31,2,43-47,Female,White,Not Hispanic,4-year,5083.673199999998,NE,NE-2,Republican
818,36,17,58-62,Female,White,Not Hispanic,Post-grad,5372.389,NY,NY-17,Democrat
819,13,7,48-52,Female,Asian,Not Hispanic,4-year,1331.585,GA,GA-7,Did not vote
820,6,1,38-42,Female,White,Not Hispanic,Post-grad,2201.34955284697,CA,CA-1,Democrat
821,36,4,48-52,Male,Other/Multi,Not Hispanic,HS grad,141.4291,NY,NY-4,Republican
822,15,2,68-72,Male,White,Not Hispanic,Some college,2016.26,HI,HI-2,Democrat
823,37,8,73-77,Female,Native American,Not Hispanic,HS grad,259.5457408219375,NC,NC-8,Did not vote
824,48,4,18-22,Female,White,Not Hispanic,No HS,1535.7375470564432,TX,TX-4,Did not vote
825,2,1,78-82,Female,White,Not Hispanic,Some college,929.0,AK,AK-1,Republican
826,36,5,18-22,Male,Black,Not Hispanic,Some college,2842.859300000001,NY,NY-5,Democrat
827,12,17,28-32,Male,White,Hispanic,HS grad,402.23587659951335,FL,FL-17,Democrat
828,48,21,33-37,Male,White,Not Hispanic,4-year,3972.837973106866,TX,TX-21,Republican
829,12,26,63-67,Male,Asian,Not Hispanic,4-year,272.1853008609418,FL,FL-26,Republican
830,36,12,33-37,Male,White,Not Hispanic,4-year,8460.053999999998,NY,NY-12,Democrat
831,34,1,28-32,Male,White,Not Hispanic,2-year,1112.0295999999998,NJ,NJ-1,Republican
832,22,2,43-47,Female,Black,Not Hispanic,HS grad,2363.1725,LA,LA-2,Democrat
833,37,14,73-77,Female,White,Not Hispanic,Some college,3115.122782478331,NC,NC-14,Other
834,40,4,38-42,Female,White,Not Hispanic,4-year,3798.764399999999,OK,OK-4,Republican
835,34,6,73-77,Male,White,Not Hispanic,Some college,1337.5982,NJ,NJ-6,Republican
836,42,7,48-52,Female,Asian,Not Hispanic,2-year,147.0,PA,PA-7,Republican
837,55,2,58-62,Female,White,Not Hispanic,4-year,5257.306100000005,WI,WI-2,Democrat
838,24,4,28-32,Male,Black,Not Hispanic,Some college,3280.5235999999995,MD,MD-4,Democrat
839,29,2,68-72,Male,White,Not Hispanic,4-year,5331.3285591677695,MO,MO-2,Democrat
840,1,6,43-47,Female,White,Not Hispanic,Post-grad,3186.825799999999,AL,AL-6,Republican
841,45,4,38-42,Male,White,Not Hispanic,Some college,2544.393400000001,SC,SC-4,Republican
842,29,5,23-27,Male,White,Not Hispanic,HS grad,6377.13583351563,MO,MO-5,Republican
843,23,1,43-47,Male,Other/Multi,Not Hispanic,4-year,236.6555,ME,ME-1,Democrat
844,6,22,18-22,Female,Other/Multi,Hispanic,No HS,1363.5894480910438,CA,CA-22,Democrat
845,48,28,28-32,Male,Other/Multi,Hispanic,2-year,1022.4203260824796,TX,TX-28,Republican
846,22,1,78-82,Male,White,Not Hispanic,Some college,989.3018000000004,LA,LA-1,Democrat
847,39,1,73-77,Male,White,Not Hispanic,4-year,2051.556757390098,OH,OH-1,Democrat
848,6,48,83+,Female,White,Not Hispanic,No HS,777.5983811676916,CA,CA-48,Republican
849,53,5,68-72,Female,White,Not Hispanic,4-year,3613.767699999997,WA,WA-5,Democrat
850,9,1,68-72,Male,White,Not Hispanic,Some college,2250.0109,CT,CT-1,Republican
851,12,4,43-47,Female,Black,Not Hispanic,Post-grad,1455.987689353348,FL,FL-4,Democrat
852,48,14,43-47,Female,White,Not Hispanic,4-year,4203.376132517231,TX,TX-14,Republican
853,49,1,23-27,Male,Other/Multi,Hispanic,HS grad,2037.472110063631,UT,UT-1,Democrat
854,12,9,43-47,Female,Black,Not Hispanic,HS grad,450.13479723852487,FL,FL-9,Republican
855,26,8,43-47,Female,White,Not Hispanic,4-year,3544.249499999998,MI,MI-8,Did not vote
856,41,2,63-67,Female,Other/Multi,Hispanic,Some college,395.0468,OR,OR-2,Republican
857,48,23,28-32,Male,Other/Multi,Hispanic,HS grad,3855.566544792424,TX,TX-23,Democrat
858,21,1,28-32,Male,White,Hispanic,No HS,67.60079999999999,KY,KY-1,Republican
