index,cell_id,age_group,gender,municipality,education_level,past_vote,prob,expected_N,party,expected_N_raked,prob_raked,vote_2026
1862,14479,18-22,Women,Skövde,"Tertiary education, shorter than 2 years",Moderate Party (M),0.1650291816072567,87.00338454334573,Moderate Party (M),118.84210051988325,0.2254212832319484,Moderate Party (M)
1863,8286,31-40,Men,Kävlinge,"Tertiary education, shorter than 2 years",Sweden Democrats (SD),0.0961432570654133,30.640856026747247,Sweden Democrats (SD),64.65418313404824,0.20286847547552,Sweden Democrats (SD)
1864,15393,51-60,Women,Grums,Upper secondary school,Moderate Party (M),0.1934575771253191,60.281381032249456,Moderate Party (M),51.16465348872613,0.1641997865491852,Moderate Party (M)
1865,9428,41-50,Men,Malmö,"Tertiary education, 2 years or longer",Moderate Party (M),0.1365236229580559,982.9837376602984,Moderate Party (M),1345.9794009397772,0.1869389870890372,Moderate Party (M)
1866,546,51-60,Women,Huddinge,"Tertiary education, 2 years or longer",Moderate Party (M),0.1185359822108653,250.21760484891576,Moderate Party (M),307.78876767227143,0.1458092603497424,Moderate Party (M)
1867,1037,51-60,Women,Nykvarn,"Tertiary education, 2 years or longer",Green Party (MP),0.0733412919256104,16.032406414938443,Green Party (MP),12.813153649670149,0.0586146095593327,Green Party (MP)
1868,19727,61-70,Women,Bollnäs,"Tertiary education, shorter than 2 years",Social Democrats (S),0.3572635107648272,91.2093742982604,Social Democrats (S),99.90471147336832,0.3913228024808786,Social Democrats (S)
1869,9710,71-104,Men,Helsingborg,"Tertiary education, 2 years or longer",Social Democrats (S),0.2928835247553516,433.7605001626757,Social Democrats (S),401.9825255862614,0.2714264183566924,Social Democrats (S)
1870,7045,71-104,Men,Västervik,Upper secondary school,Centre Party (C),0.0490704235476452,84.10670596066389,Centre Party (C),75.87349343395937,0.0442669156557522,Centre Party (C)
1871,5067,31-40,Men,Jönköping,"Tertiary education, shorter than 2 years",Moderate Party (M),0.180104283915115,357.9392538528995,Moderate Party (M),380.3452662832837,0.1913783165358174,Moderate Party (M)
1872,19539,41-50,Men,Sandviken,Upper secondary school,Sweden Democrats (SD),0.1531532399332347,170.71991655357672,Sweden Democrats (SD),295.05289534763654,0.2646926485580304,Sweden Democrats (SD)
1873,384,51-60,Women,Järfälla,"Tertiary education, 2 years or longer",Moderate Party (M),0.1110527112337481,160.11579905681813,Moderate Party (M),205.4284531602469,0.1424805473437695,Moderate Party (M)
1874,22006,51-60,Women,Umeå,Upper secondary school,Moderate Party (M),0.2209418552374349,484.5475827212185,Moderate Party (M),372.7121494737317,0.1699476309670018,Moderate Party (M)
1875,10246,41-50,Men,Ängelholm,Upper secondary school,Did not vote,0.294583110165143,377.4787973656143,Did not vote,239.0479088946306,0.186552137423623,Did not vote
1876,20570,31-40,Women,Krokom,"Tertiary education, shorter than 2 years",The Liberals (L),0.0296931233893142,4.091712403047504,The Liberals (L),2.5236202661272973,0.0183136448920703,The Liberals (L)
1877,793,51-60,Women,Haninge,Upper secondary school,Social Democrats (S),0.2051622804704107,519.6145077474092,Social Democrats (S),688.207689722796,0.2717288623693276,Social Democrats (S)
1878,2773,71-104,Men,Östhammar,Upper secondary school,Social Democrats (S),0.3135961559300442,331.56521566483576,Social Democrats (S),402.04232763817663,0.3802537857166146,Social Democrats (S)
1879,13893,71-104,Men,Trollhättan,"Primary school, shorter than 9 years",Moderate Party (M),0.0927605312124157,70.99891058998303,Moderate Party (M),87.03173612980608,0.1137075204204417,Moderate Party (M)
1880,22814,71-104,Women,Pajala,Upper secondary school,Sweden Democrats (SD),0.1014817869118044,90.86679200082968,Sweden Democrats (SD),139.2532465409498,0.1555207131348557,Sweden Democrats (SD)
1881,2671,51-60,Women,Enköping,"Tertiary education, 2 years or longer",Centre Party (C),0.0997647057645313,75.44207049913864,Centre Party (C),71.10242108521749,0.0940259469521521,Centre Party (C)
1882,13258,18-22,Women,Göteborg,Upper secondary school,Social Democrats (S),0.1329124217874309,1577.417913015409,Social Democrats (S),1948.9226490349151,0.1642152197095504,Social Democrats (S)
1883,1669,31-40,Women,Solna,"Tertiary education, 2 years or longer",Did not vote,0.2396539056409263,1044.986890156695,Did not vote,802.682658198027,0.1840846386106841,Social Democrats (S)
1884,10334,41-50,Women,Hässleholm,Upper secondary school,Sweden Democrats (SD),0.15301441949018,165.07195574600627,Sweden Democrats (SD),267.48963321188165,0.2479510875156485,Sweden Democrats (SD)
1885,8872,41-50,Women,Tomelilla,"Tertiary education, shorter than 2 years",Sweden Democrats (SD),0.0780348905121176,8.061004189901752,Sweden Democrats (SD),16.70312846085868,0.1616953384400646,Sweden Democrats (SD)
1886,22161,51-60,Men,Skellefteå,"Tertiary education, 2 years or longer",Left Party (V),0.0581342676002094,45.15288564508265,Left Party (V),44.179729157181335,0.0568813301882082,Left Party (V)
1887,11011,61-70,Women,Partille,Upper secondary school,Social Democrats (S),0.3111211402003297,243.7011891189183,Social Democrats (S),240.34205061646497,0.3068326957953083,Social Democrats (S)
1888,5078,41-50,Men,Jönköping,"Tertiary education, 2 years or longer",Centre Party (C),0.1275873010325787,285.43830987008505,Centre Party (C),224.99076035053912,0.1005680137451006,Centre Party (C)
1889,1341,31-40,Women,Stockholm,"Tertiary education, 2 years or longer",Green Party (MP),0.1717552881378778,7509.639287723618,Green Party (MP),6083.513076791666,0.1391379134684951,Green Party (MP)
1890,1373,61-70,Men,Stockholm,Upper secondary school,Social Democrats (S),0.1454100726528232,2326.154014241744,Social Democrats (S),3117.450252666131,0.1948747438718107,Social Democrats (S)
1891,2295,18-22,Men,Knivsta,Upper secondary school,Centre Party (C),0.0572600652049652,30.71429897594336,Centre Party (C),25.447640358489988,0.0474415368353653,Centre Party (C)
1892,2607,71-104,Men,Uppsala,"Tertiary education, 2 years or longer",Left Party (V),0.0316021910969304,102.17936447370512,Left Party (V),205.20161500515368,0.0634650712909886,Left Party (V)
1893,17669,18-22,Men,Köping,Upper secondary school,Sweden Democrats (SD),0.1530346127677074,93.04504456276612,Sweden Democrats (SD),182.58817261592213,0.3003094944340824,Sweden Democrats (SD)
1894,10264,51-60,Women,Ängelholm,Upper secondary school,Social Democrats (S),0.2500201421804944,313.25023613794144,Social Democrats (S),294.03260831615734,0.234681625282271,Social Democrats (S)
1895,9658,23-30,Women,Helsingborg,Upper secondary school,Social Democrats (S),0.164082427170433,234.04717411590565,Social Democrats (S),240.21038776759528,0.1684032443687572,Social Democrats (S)
1896,18261,41-50,Women,Orsa,"Tertiary education, shorter than 2 years",Did not vote,0.1644241753612542,6.083694488366406,Did not vote,4.164412173253297,0.1125516803581972,Did not vote
1897,13754,23-30,Men,,Upper secondary school,Christian Democrats (KD),0.1,56.400000000000006,Christian Democrats (KD),56.400000000000006,0.1,Christian Democrats (KD)
1898,1119,51-60,Women,Täby,"Tertiary education, 2 years or longer",Centre Party (C),0.174459017574591,425.3834225521254,Centre Party (C),290.7971824042718,0.1192622656786579,Centre Party (C)
1899,13394,61-70,Men,Mölndal,Upper secondary school,Left Party (V),0.0386144957602557,50.02507925741135,Left Party (V),51.27731683652896,0.0395811013790265,Left Party (V)
1900,9961,71-104,Women,Ystad,"Tertiary education, shorter than 2 years",Social Democrats (S),0.3446457814560164,172.52967819688183,Social Democrats (S),165.1343274492736,0.3298728075295117,Social Democrats (S)
1901,8585,71-104,Women,Skurup,Upper secondary school,Sweden Democrats (SD),0.1318687578818023,77.1300364850662,Sweden Democrats (SD),142.88511933215918,0.2442898261791062,Sweden Democrats (SD)
1902,9422,31-40,Women,Malmö,"Tertiary education, 2 years or longer",Sweden Democrats (SD),0.0234167699591452,312.2181355422801,Sweden Democrats (SD),556.9875597486165,0.0417747980401119,Sweden Democrats (SD)
1903,1389,71-104,Women,Stockholm,"Tertiary education, 2 years or longer",Did not vote,0.1250159151763502,2157.4371529728287,Did not vote,1507.5310650410402,0.087356137115368,Social Democrats (S)
1904,20988,51-60,Men,Östersund,Upper secondary school,Sweden Democrats (SD),0.1298165269533076,239.10906099529728,Sweden Democrats (SD),439.4518232863912,0.2385861465260824,Sweden Democrats (SD)
1905,17640,51-60,Women,Fagersta,Upper secondary school,Social Democrats (S),0.18858922441241,69.36311673888443,Social Democrats (S),113.1119385788316,0.3075365377347242,Social Democrats (S)
1906,13280,31-40,Women,Göteborg,"Tertiary education, 2 years or longer",Green Party (MP),0.1288874461607664,2876.5229121606003,Green Party (MP),2836.5252035257854,0.1270952815663423,Green Party (MP)
1907,8785,41-50,Men,Höör,"Tertiary education, 2 years or longer",Sweden Democrats (SD),0.1022282275097294,29.00214814451025,Sweden Democrats (SD),48.303528667013886,0.1702627023863725,Sweden Democrats (SD)
1908,7057,18-22,Women,Vimmerby,"Primary school, 9/10 years",Did not vote,0.7377899964164792,207.1714309937473,Did not vote,156.32063877944685,0.5566974315507366,Did not vote
1909,10001,41-50,Men,Trelleborg,"Tertiary education, shorter than 2 years",Moderate Party (M),0.167684315050011,73.34511940287481,Moderate Party (M),100.51253574144631,0.2297954635149664,Moderate Party (M)
1910,1013,31-40,Women,Nykvarn,"Tertiary education, 2 years or longer",Christian Democrats (KD),0.0675307575082309,21.677373160142142,Christian Democrats (KD),17.15617572776694,0.0534460303045699,Christian Democrats (KD)
1911,9528,51-60,Women,Lund,"Tertiary education, 2 years or longer",Sweden Democrats (SD),0.0338003578360216,107.81976146112544,Sweden Democrats (SD),222.88193702454208,0.0698711360934643,Sweden Democrats (SD)
1912,16555,31-40,Men,Örebro,"Tertiary education, 2 years or longer",Social Democrats (S),0.2419884926779593,665.2505652209779,Social Democrats (S),749.7716460916206,0.272733493176538,Social Democrats (S)
1913,8636,51-60,Men,Sjöbo,Upper secondary school,Did not vote,0.2068114189564192,153.72292771030638,Did not vote,77.0270589339054,0.1036284931170528,Did not vote
1914,791,51-60,Women,Haninge,"Tertiary education, 2 years or longer",Social Democrats (S),0.2476967489716509,294.4371255026015,Social Democrats (S),394.1725195345377,0.3315996631063663,Social Democrats (S)
1915,15638,61-70,Men,Karlstad,Upper secondary school,Did not vote,0.1621938026453428,376.094989574021,Did not vote,227.18406438527583,0.0979748423258909,Did not vote
1916,1703,61-70,Women,Solna,"Primary school, 9/10 years",Moderate Party (M),0.1246048920200812,26.75267031671145,Moderate Party (M),32.317806983969525,0.1505254167860714,Moderate Party (M)
1917,2713,23-30,Men,Östhammar,Upper secondary school,Moderate Party (M),0.0798081526962739,28.85064719970302,Moderate Party (M),44.23735014390936,0.1223716463178682,Moderate Party (M)
1918,1387,71-104,Women,Stockholm,"Primary school, 9/10 years",Did not vote,0.5229722737849747,2493.636395861516,Did not vote,1921.45984612142,0.4029738362739439,Did not vote
1919,4371,51-60,Women,Motala,"Primary school, 9/10 years",Did not vote,0.5738175142955384,132.20755529369205,Did not vote,80.0812869362028,0.3475750301050468,Did not vote
1920,14389,71-104,Women,Lidköping,Upper secondary school,Social Democrats (S),0.365310307291668,697.5965628041693,Social Democrats (S),828.7904199212119,0.4340125785092228,Social Democrats (S)
1921,9620,61-70,Women,Landskrona,"Primary school, 9/10 years",Moderate Party (M),0.1011149501574798,23.37777647640934,Moderate Party (M),28.807952639307587,0.1246018712772819,Moderate Party (M)
1922,1763,41-50,Women,Lidingö,"Tertiary education, 2 years or longer",Christian Democrats (KD),0.0373459303376497,69.63148711454792,Christian Democrats (KD),102.59501331434468,0.0550254831399005,Christian Democrats (KD)
1923,18853,71-104,Men,Hedemora,Upper secondary school,Moderate Party (M),0.1269093128875029,85.58764061133199,Moderate Party (M),82.78920986868482,0.1227598011101495,Moderate Party (M)
1924,18926,61-70,Women,Avesta,"Tertiary education, 2 years or longer",Moderate Party (M),0.0864845027439421,16.544485374916142,Moderate Party (M),20.23629836310856,0.105783054694765,Moderate Party (M)
1925,18618,18-22,Men,Borlänge,"Primary school, 9/10 years",The Liberals (L),0.029131107593388,39.92418295673825,The Liberals (L),27.27207756377166,0.0198993634175641,The Liberals (L)
1926,2561,31-40,Men,Uppsala,Upper secondary school,Moderate Party (M),0.1223136707438448,662.7810876596719,Moderate Party (M),732.8138667564916,0.135237947617785,Moderate Party (M)
1927,8320,61-70,Men,Kävlinge,"Primary school, shorter than 9 years",Moderate Party (M),0.1,4.68,Moderate Party (M),5.291462915889671,0.1130654469207194,Moderate Party (M)
1928,22928,31-40,Women,Luleå,Upper secondary school,Did not vote,0.3575461240112119,521.4452672579514,Did not vote,343.7581381364327,0.2357090908779708,Did not vote
1929,14983,41-50,Men,Torsby,Upper secondary school,Sweden Democrats (SD),0.1826600558711653,66.8353144432594,Sweden Democrats (SD),98.23870993970247,0.2684851323850846,Sweden Democrats (SD)
1930,491,18-22,Men,Huddinge,"Primary school, 9/10 years",Sweden Democrats (SD),0.0551338447185797,151.37548405933262,Sweden Democrats (SD),356.4752528596411,0.1298351008375732,Sweden Democrats (SD)
1931,1095,31-40,Women,Täby,"Tertiary education, 2 years or longer",Social Democrats (S),0.2668383142783327,653.9940244647659,Social Democrats (S),610.9114172351929,0.2492600339610726,Social Democrats (S)
1932,8872,41-50,Women,Tomelilla,"Tertiary education, shorter than 2 years",Moderate Party (M),0.1838990742743774,18.99677437254319,Moderate Party (M),21.05731271061742,0.2038462024261125,Moderate Party (M)
1933,19791,51-60,Men,Hudiksvall,Upper secondary school,Centre Party (C),0.0560798100518166,80.53060723440865,Centre Party (C),74.84613913365229,0.0521212668061645,Centre Party (C)
1934,9839,41-50,Men,Eslöv,Upper secondary school,Sweden Democrats (SD),0.1715335126947036,155.83819628313822,Sweden Democrats (SD),285.6643630998061,0.3144351822782676,Sweden Democrats (SD)
1935,9454,61-70,Men,Malmö,Upper secondary school,The Liberals (L),0.071142831425252,421.4501333631932,The Liberals (L),184.2216805009241,0.0310975152769959,The Liberals (L)
1936,1336,31-40,Men,Stockholm,"Tertiary education, shorter than 2 years",Social Democrats (S),0.106073497880017,1573.0699735606531,Social Democrats (S),2334.645836018577,0.157427231019459,Social Democrats (S)
1937,13263,23-30,Men,Göteborg,"Tertiary education, shorter than 2 years",Centre Party (C),0.0511070240521256,242.3392866503696,Centre Party (C),222.2986816521964,0.0468806532650462,Centre Party (C)
1938,16808,31-40,Women,Karlskoga,Upper secondary school,Social Democrats (S),0.2006401250413591,146.7481874552501,Social Democrats (S),191.8761312680577,0.2623408959092941,Social Democrats (S)
1939,6117,31-40,Men,Växjö,"Primary school, 9/10 years",Social Democrats (S),0.0549123215864081,24.06807055132268,Social Democrats (S),36.22339749289612,0.0826452144487705,Social Democrats (S)
1940,15302,41-50,Women,Forshaga,Upper secondary school,Green Party (MP),0.0148430472683093,3.4020264338965,Green Party (MP),3.3100979866351787,0.0144419632924746,Green Party (MP)
1941,22016,61-70,Women,Umeå,"Tertiary education, 2 years or longer",Green Party (MP),0.1502772198635813,272.9485144382228,Green Party (MP),271.8257714563357,0.1496590714399249,Green Party (MP)
1942,1745,31-40,Men,Lidingö,"Tertiary education, 2 years or longer",Sweden Democrats (SD),0.0277828156825868,28.89412830989028,Sweden Democrats (SD),60.406768165823365,0.0580834309286763,Sweden Democrats (SD)
1943,9658,23-30,Women,Helsingborg,Upper secondary school,Did not vote,0.5091359129754618,726.2314662681988,Did not vote,544.2263656108759,0.3815383942869292,Did not vote
1944,3418,61-70,Women,Strängnäs,Upper secondary school,Social Democrats (S),0.295939265482858,312.30470686406005,Social Democrats (S),320.2874207945164,0.3035036679565208,Social Democrats (S)
1945,15869,51-60,Women,Hagfors,"Primary school, 9/10 years",Did not vote,0.5799055799401912,23.196223197607647,Did not vote,15.608694226985673,0.3902173556746418,Did not vote
1946,10524,71-104,Men,Halmstad,"Tertiary education, 2 years or longer",Sweden Democrats (SD),0.0764406641111666,87.32581468059672,Sweden Democrats (SD),150.88262815152663,0.1320751296844595,Sweden Democrats (SD)
1947,12549,31-40,Men,Mellerud,Upper secondary school,Moderate Party (M),0.0977650161311994,27.853253095778733,Moderate Party (M),39.40848686296452,0.1383239272129326,Moderate Party (M)
1948,16116,61-70,Men,Lekeberg,"Tertiary education, 2 years or longer",Social Democrats (S),0.1719226334332566,8.063171508019737,Social Democrats (S),7.39378602844889,0.1576500219285477,Social Democrats (S)
1949,6708,61-70,Men,Emmaboda,Upper secondary school,Social Democrats (S),0.2502743493005711,76.7341154955551,Social Democrats (S),71.75166634256763,0.2340236997474482,Social Democrats (S)
1950,20034,51-60,Women,Härnösand,"Tertiary education, 2 years or longer",Centre Party (C),0.1150743147153283,53.33694487055468,Centre Party (C),45.54222092262449,0.0982572188190388,Centre Party (C)
1951,9712,71-104,Men,Helsingborg,Upper secondary school,Sweden Democrats (SD),0.1510204360338947,564.2274510662342,Sweden Democrats (SD),926.0475272480644,0.2478647593073163,Sweden Democrats (SD)
1952,1379,61-70,Women,Stockholm,Upper secondary school,Sweden Democrats (SD),0.0959213154651476,1547.987781108099,Sweden Democrats (SD),2190.836059392648,0.1357555139324113,Sweden Democrats (SD)
1953,15891,71-104,Men,Hagfors,Upper secondary school,Sweden Democrats (SD),0.111838139107371,59.11764033215633,Sweden Democrats (SD),115.7238326361563,0.2189251468712756,Sweden Democrats (SD)
1954,4185,31-40,Women,Norrköping,"Tertiary education, 2 years or longer",Did not vote,0.2268247628947579,817.9300949984971,Did not vote,500.619568223684,0.1388296084924248,Social Democrats (S)
1955,18064,18-22,Men,Leksand,Upper secondary school,Sweden Democrats (SD),0.1753335474481154,57.123669758596,Sweden Democrats (SD),78.15527650783682,0.2398872820989466,Sweden Democrats (SD)
1956,19716,51-60,Women,Bollnäs,Upper secondary school,Sweden Democrats (SD),0.1537356363969526,121.1898021717178,Sweden Democrats (SD),170.49753758716147,0.2162850914463548,Sweden Democrats (SD)
1957,3294,31-40,Men,Eskilstuna,Upper secondary school,Social Democrats (S),0.1268020811452919,430.0365779961432,Social Democrats (S),485.0767566870556,0.1430314196753717,Social Democrats (S)
1958,22910,23-30,Men,Luleå,Upper secondary school,Social Democrats (S),0.1390509114299257,175.17633821942044,Social Democrats (S),246.73294522085715,0.1958508852364321,Social Democrats (S)
1959,1363,51-60,Women,Stockholm,"Primary school, 9/10 years",Did not vote,0.5560056456499137,1436.440585536552,Did not vote,1154.606515932785,0.4469156245143351,Did not vote
1960,1713,71-104,Men,Solna,Upper secondary school,Did not vote,0.2100111234822433,291.5794438427466,Did not vote,208.63953475893948,0.1502733612495962,Did not vote
1961,1511,41-50,Men,Nacka,"Tertiary education, 2 years or longer",Centre Party (C),0.1940671511452079,581.9491661391348,Centre Party (C),363.7065658109644,0.1212880801050336,Centre Party (C)
1962,13258,18-22,Women,Göteborg,Upper secondary school,Moderate Party (M),0.1174976947649198,1394.4743912395452,Moderate Party (M),1848.846535159828,0.1557828578424371,Moderate Party (M)
1963,7880,23-30,Women,Burlöv,Upper secondary school,Did not vote,0.6076267856868071,103.84341767387534,Did not vote,79.66259703475211,0.4661357345509193,Did not vote
1964,11302,41-50,Men,Orust,"Tertiary education, 2 years or longer",Christian Democrats (KD),0.0786021477366821,8.787720116961063,Christian Democrats (KD),9.209796242081527,0.0823774261366862,Christian Democrats (KD)
1965,19016,71-104,Men,Ludvika,Upper secondary school,Left Party (V),0.0347199144921828,34.8761541073977,Left Party (V),29.33419188959841,0.0292027793823777,Left Party (V)
1966,9477,18-22,Men,Lund,Upper secondary school,Moderate Party (M),0.1497163349358957,453.9848424261168,Moderate Party (M),468.2952252835918,0.1544356512494119,Moderate Party (M)
1967,22031,18-22,Men,Lycksele,"Primary school, 9/10 years",Other party,0.0045537717500776,1.3356212542977854,Other party,1.8335603540476924,0.0062514843302001,Other party
1968,22920,31-40,Men,Luleå,"Tertiary education, 2 years or longer",Left Party (V),0.0635017610033085,86.80055711542248,Left Party (V),94.9164367277365,0.0694391957917451,Left Party (V)
1969,12560,41-50,Men,Mellerud,"Tertiary education, shorter than 2 years",Moderate Party (M),0.1627637685881362,9.261258432664953,Moderate Party (M),10.844180784311774,0.190583142079293,Moderate Party (M)
1970,19004,61-70,Men,Ludvika,Upper secondary school,Sweden Democrats (SD),0.3015963059570797,249.35982576531347,Sweden Democrats (SD),348.1429316166944,0.4210727281285612,Sweden Democrats (SD)
1971,7448,71-104,Men,Karlskrona,Upper secondary school,Social Democrats (S),0.3195545292503722,689.343030498903,Social Democrats (S),863.938430459959,0.4004906501297789,Social Democrats (S)
1972,1384,71-104,Men,Stockholm,"Tertiary education, shorter than 2 years",Left Party (V),0.0466013784484605,289.99105780908053,Left Party (V),594.1958613795002,0.0954868967955743,Left Party (V)
1973,256,18-22,Women,Värmdö,Upper secondary school,Social Democrats (S),0.1509390851928986,144.31285935293033,Social Democrats (S),172.2226867649763,0.1801304118449705,Social Democrats (S)
1974,10238,31-40,Women,Ängelholm,"Tertiary education, 2 years or longer",Moderate Party (M),0.1379339898933348,139.5616109740762,Moderate Party (M),144.07408794609924,0.1423938406267041,Moderate Party (M)
1975,9680,41-50,Women,Helsingborg,"Tertiary education, 2 years or longer",Left Party (V),0.0499647124847732,160.83640948848495,Left Party (V),146.9597495847496,0.0456538519989902,Left Party (V)
1976,13637,61-70,Men,Uddevalla,"Tertiary education, shorter than 2 years",Centre Party (C),0.1058664927734249,51.76871496620478,Centre Party (C),36.05041329753179,0.0737227265798196,Centre Party (C)
1977,13902,71-104,Women,Trollhättan,Upper secondary school,Did not vote,0.2117073166069683,427.5429258877725,Did not vote,242.34992353300376,0.1200049138564019,Did not vote
1978,1531,51-60,Women,Nacka,Upper secondary school,Sweden Democrats (SD),0.1069969539968517,238.314315637188,Sweden Democrats (SD),275.20927447117947,0.1235618347196962,Sweden Democrats (SD)
1979,18127,61-70,Women,Leksand,"Tertiary education, shorter than 2 years",Did not vote,0.0912254812591638,16.913204225448982,Did not vote,9.487063704962058,0.0511707858951567,Did not vote
1980,16663,51-60,Men,Kumla,Upper secondary school,Sweden Democrats (SD),0.2185378366334834,186.8498503216284,Sweden Democrats (SD),270.54829805786073,0.3164307579624102,Sweden Democrats (SD)
1981,9887,18-22,Women,Ystad,"Primary school, 9/10 years",Sweden Democrats (SD),0.0815936346629732,51.16736829715053,Sweden Democrats (SD),100.9861590849231,0.1610367709853661,Sweden Democrats (SD)
1982,13438,31-40,Men,Kungälv,"Tertiary education, 2 years or longer",Social Democrats (S),0.24913591335339,199.05959476935865,Social Democrats (S),190.18207482180145,0.2380251249334185,Social Democrats (S)
1983,4166,23-30,Men,Norrköping,"Primary school, shorter than 9 years",Centre Party (C),0.1,10.76,Centre Party (C),6.6173136987936285,0.0614991979441787,Centre Party (C)
1984,9334,31-40,Men,Båstad,"Tertiary education, 2 years or longer",The Liberals (L),0.0984291657030364,15.118719851986397,The Liberals (L),13.779493845717424,0.0897102463913895,The Liberals (L)
1985,16794,23-30,Women,Karlskoga,"Tertiary education, 2 years or longer",Social Democrats (S),0.3299208975412152,73.6053522414451,Social Democrats (S),91.1754012817255,0.4086750393622837,Social Democrats (S)
1986,8636,51-60,Men,Sjöbo,Upper secondary school,Moderate Party (M),0.1982872559623643,147.38691735682542,Moderate Party (M),144.25762707585986,0.1940772596204222,Moderate Party (M)
1987,5132,18-22,Women,Nässjö,Upper secondary school,Did not vote,0.4377222615170814,257.03051196283025,Did not vote,155.72550595425673,0.2652001123199194,Did not vote
1988,9445,51-60,Women,Malmö,"Primary school, shorter than 9 years",Did not vote,0.6193110036621065,694.6811528077849,Did not vote,535.877382735529,0.4777368126375402,Did not vote
1989,17135,41-50,Men,Surahammar,"Tertiary education, 2 years or longer",Green Party (MP),0.0497183911688578,2.988075309248356,Green Party (MP),2.3066307960316466,0.038379880133638,Green Party (MP)
1990,4550,71-104,Men,Mjölby,"Primary school, 9/10 years",Social Democrats (S),0.1465251465977115,43.81101883271576,Social Democrats (S),62.57443657294856,0.20927905208344,Social Democrats (S)
1991,1417,31-40,Men,Södertälje,"Tertiary education, 2 years or longer",Social Democrats (S),0.1369936223013088,190.8869133146437,Social Democrats (S),285.39867901391943,0.2048217877234961,Social Democrats (S)
1992,13464,51-60,Men,Kungälv,Upper secondary school,Moderate Party (M),0.2159769899135407,348.52206862348066,Moderate Party (M),364.2536310291317,0.2257257427211574,Moderate Party (M)
1993,16976,41-50,Men,Lindesberg,"Tertiary education, 2 years or longer",Sweden Democrats (SD),0.0907152904794269,13.707080391441403,Sweden Democrats (SD),22.77449377805374,0.1507246444609777,Sweden Democrats (SD)
1994,1334,31-40,Men,Stockholm,"Primary school, shorter than 9 years",Other party,0.1,113.26,Other party,161.91861898104557,0.142961874431437,Other party
1995,5068,31-40,Men,Jönköping,Upper secondary school,Centre Party (C),0.0426576949438282,182.99297977003445,Centre Party (C),168.7972066790226,0.0393485026525764,Centre Party (C)
1996,8299,41-50,Men,Kävlinge,Upper secondary school,Sweden Democrats (SD),0.1503894889150274,129.53046680251313,Sweden Democrats (SD),264.67981215858066,0.3073026961088827,Sweden Democrats (SD)
1997,14141,71-104,Men,Ulricehamn,"Tertiary education, shorter than 2 years",Green Party (MP),0.037065238231392,7.716982599775817,Green Party (MP),7.192760263330886,0.0345473595741156,Green Party (MP)
1998,11735,18-22,Men,Ale,Upper secondary school,Sweden Democrats (SD),0.1365342183019594,108.0941406296613,Sweden Democrats (SD),225.86276680371083,0.2852883248752189,Sweden Democrats (SD)
1999,5096,51-60,Women,Jönköping,"Tertiary education, 2 years or longer",Social Democrats (S),0.237986234232513,629.3069991810344,Social Democrats (S),863.9480257659392,0.3267208810520512,Social Democrats (S)
2000,17475,51-60,Women,Västerås,"Tertiary education, 2 years or longer",Moderate Party (M),0.1463985496935204,461.5507076187619,Moderate Party (M),484.8506786715194,0.1537890312023089,Moderate Party (M)
2001,9341,31-40,Women,Båstad,"Tertiary education, shorter than 2 years",Sweden Democrats (SD),0.0509481870482095,7.209168467321648,Sweden Democrats (SD),13.604663422401892,0.0961460312537236,Sweden Democrats (SD)
2002,22669,23-30,Men,Gällivare,"Tertiary education, shorter than 2 years",Did not vote,0.4505138118830001,4.099675688135301,Did not vote,2.7018134975367176,0.2969025821468921,Did not vote
2003,12512,61-70,Women,Lilla Edet,Upper secondary school,Sweden Democrats (SD),0.1683403767568096,50.5694491777456,Sweden Democrats (SD),85.3558642558463,0.2841406932618053,Sweden Democrats (SD)
2004,1349,41-50,Men,Stockholm,Upper secondary school,Christian Democrats (KD),0.0614703304664803,1013.2031630129028,Christian Democrats (KD),718.2248628888908,0.0435742023739225,Christian Democrats (KD)
2005,13288,41-50,Men,Göteborg,Upper secondary school,Green Party (MP),0.0218019806275132,242.8675235963092,Green Party (MP),252.2913184960342,0.0226479455008693,Green Party (MP)
2006,4231,71-104,Women,Norrköping,"Primary school, 9/10 years",Sweden Democrats (SD),0.097400678050201,118.90674776368544,Sweden Democrats (SD),257.1340960010562,0.2106275360428049,Sweden Democrats (SD)
2007,13305,51-60,Women,Göteborg,"Tertiary education, shorter than 2 years",Did not vote,0.152869977748501,779.3617205574078,Did not vote,429.535665632072,0.0842524156824118,Did not vote
2008,1142,71-104,Women,Täby,"Primary school, shorter than 9 years",Green Party (MP),0.0167421674717552,6.584694466641331,Green Party (MP),5.025304462271114,0.0127772806058253,Green Party (MP)
2009,17962,61-70,Men,Malung-Sälen,Upper secondary school,Christian Democrats (KD),0.0519969965070116,19.84205386707566,Christian Democrats (KD),16.90382227379562,0.0442972281808061,Christian Democrats (KD)
2010,2377,18-22,Women,Heby,"Primary school, 9/10 years",Sweden Democrats (SD),0.0692071165395487,21.40576114568244,Sweden Democrats (SD),53.46773949904886,0.1728669236955993,Sweden Democrats (SD)
2011,3312,41-50,Women,Eskilstuna,Upper secondary school,Social Democrats (S),0.2957151904035736,636.4382327865711,Social Democrats (S),674.470094500809,0.3133863462971885,Social Democrats (S)
