index,cell_id,age_group,gender,municipality,education_level,party,prob,expected_N,expected_N_raked,prob_raked,vote_2026
2663,799,35-39,Women,Aarhus,H60 Bachelors programs,Other - Left,0.309980253678606,93.77999360818453,81.99528985730745,0.2710271111406939,Other - Left
2664,9166,80-84,Women,Guldborgsund,H1020 Primary school 7th-9th grade,A: Socialdemokratiet,0.5494617905530718,385.8341538603973,347.112298507006,0.4943184608008031,Socialdemokratiet (A)
2665,439,85-89,Men,Aalborg,H40 Short cycle higher education,M: Moderaterne,0.1,4.725099337748345,3.017171246153548,0.0638541336485705,Moderaterne (M)
2666,10944,65-69,Women,Herning,H1030 Primary school 10th grade,Æ: Danmarksdemokraterne,0.0917936705737449,40.70708657062505,55.27865030062215,0.1246522569639805,Danmarksdemokraterne (Æ)
2667,17969,50-54,Women,Morsø,H30 Vocational Education and Training (VET),Æ: Danmarksdemokraterne,0.1086323039248101,28.08700455583861,52.22900339170594,0.2020064816402182,Danmarksdemokraterne (Æ)
2668,1243,35-39,Men,Allerød,H70 Masters programs,Other - Right,0.1912962339717896,51.71183763289459,51.57404523794536,0.1907865022076456,Other - Right
2669,4401,60-64,Women,Esbjerg,H1020 Primary school 7th-9th grade,Did not vote,0.033666884852724,9.31861880488715,39.676545330602,0.1433458875148654,Did not vote
2670,7967,75-79,Women,Gladsaxe,H1020 Primary school 7th-9th grade,Did not vote,0.0366462199687911,11.008730431724253,43.62594554977674,0.1452234666730068,Did not vote
2671,26111,55-59,Men,Tårnby,H30 Vocational Education and Training (VET),Other - Right,0.1622035983137777,108.0903849666458,90.36251068061654,0.1356006308015835,Other - Right
2672,28500,60-64,Men,Vordingborg,H50 Vocational bachelors educations,Did not vote,0.0274138797573946,4.8499987098793245,19.58928596423226,0.1107254583104917,Did not vote
2673,553,65-69,Women,Aalborg,H50 Vocational bachelors educations,A: Socialdemokratiet,0.4384668326687069,666.2870757863512,706.9716670107215,0.4652403429180499,Socialdemokratiet (A)
2674,20502,55-59,Men,Rebild,H1030 Primary school 10th grade,Did not vote,0.0875074494330363,9.142321304564817,26.65283522058328,0.2551126297812022,Did not vote
2675,7191,60-64,Men,Furesø,H50 Vocational bachelors educations,M: Moderaterne,0.0959932002096729,22.32864644099058,28.56102638224432,0.1227868572754784,Moderaterne (M)
2676,7808,70-74,Men,Gladsaxe,H1030 Primary school 10th grade,Did not vote,0.1,7.136302895322941,25.280769099624337,0.354255830651374,Did not vote
2677,20336,45-49,Women,Randers,H50 Vocational bachelors educations,Did not vote,0.028078598649247,22.79084574804905,92.0264529991526,0.1133777073234852,Did not vote
2678,26081,40-44,Men,Tårnby,H30 Vocational Education and Training (VET),Did not vote,0.026017380499052,12.657777382512313,53.69338434592312,0.1103638631486548,Did not vote
2679,27543,35-39,Men,Vejle,H50 Vocational bachelors educations,I: Liberal Alliance,0.1788475687480098,104.96501248644468,76.84720280521661,0.1309382532448433,Liberal Alliance (I)
2680,14208,45-49,Women,Jammerbugt,H50 Vocational bachelors educations,A: Socialdemokratiet,0.2380784656425374,70.68614491201626,74.40755770303603,0.2506125803323581,Socialdemokratiet (A)
2681,6695,40-44,Women,Frederikshavn,H1030 Primary school 10th grade,Did not vote,0.1221888871732239,10.846998142666504,32.99767211261941,0.3717110284077842,Did not vote
2682,21477,20-24,Women,Roskilde,"H2010 Upper secondary education, General (stx, hf, student courses)",Did not vote,0.061391218755998,86.37248529826078,283.899390612181,0.2017879829853396,Did not vote
2683,13467,45-49,Men,Ikast-Brande,H30 Vocational Education and Training (VET),Æ: Danmarksdemokraterne,0.0974098581424895,61.32866561693506,105.62064189784128,0.1677599152156732,Danmarksdemokraterne (Æ)
2684,6730,55-59,Women,Frederikshavn,H50 Vocational bachelors educations,Other - Right,0.0760035547162727,32.13848348503853,34.03649811580721,0.0804921255260643,Other - Right
2685,17631,25-29,Women,Middelfart,H40 Short cycle higher education,Did not vote,0.1,3.4748201438848927,11.47677645799354,0.3302840429940169,Did not vote
2686,3478,40-44,Women,Copenhagen,H70 Masters programs,Other - Right,0.0519854470334469,322.2167570314496,283.16879589816057,0.0456855707204947,Other - Right
2687,3332,45-49,Men,Copenhagen,H60 Bachelors programs,F: SF - Socialistisk Folkeparti,0.1279849839716944,111.07462399426018,89.62533003841675,0.1032701801359898,Socialistisk Folkeparti (F)
2688,26072,35-39,Men,Tårnby,H40 Short cycle higher education,Did not vote,0.1,10.046435100548448,36.24290798929402,0.3607539154591809,Did not vote
2689,11667,50-54,Men,Holbæk,H1030 Primary school 10th grade,M: Moderaterne,0.1,24.241835415769064,24.70844844183313,0.101924825484792,Moderaterne (M)
2690,512,45-49,Women,Aalborg,H50 Vocational bachelors educations,Other - Left,0.1740651412061629,324.61952744872934,293.98352791931006,0.1576377265463268,Other - Left
2691,490,35-39,Women,Aalborg,H30 Vocational Education and Training (VET),I: Liberal Alliance,0.1600855582878494,214.0948766024149,161.756655571491,0.1209506034188088,Liberal Alliance (I)
2692,3297,30-34,Men,Copenhagen,"H2010 Upper secondary education, General (stx, hf, student courses)",V: Venstre,0.0333005803384442,74.62536511051198,74.23261839684261,0.0331253223216581,Venstre (V)
2693,23985,25-29,Men,Sorø,H70 Masters programs,Æ: Danmarksdemokraterne,0.006287386689626,0.1279308541708635,0.190823068891702,0.0093783351264181,Danmarksdemokraterne (Æ)
2694,4289,80-84,Men,Esbjerg,H1020 Primary school 7th-9th grade,Did not vote,0.0258175051933769,16.745587338223626,72.23295087349734,0.1113651343869366,Did not vote
2695,27541,35-39,Men,Vejle,H30 Vocational Education and Training (VET),Did not vote,0.0380811502695219,44.2662541669577,155.57676016676282,0.1338387919612635,Did not vote
2696,14372,55-59,Men,Kalundborg,H30 Vocational Education and Training (VET),Other - Right,0.1366451051923927,129.24509914359348,145.1549587759714,0.1534658934270563,Other - Right
2697,9430,60-64,Women,Haderslev,H30 Vocational Education and Training (VET),A: Socialdemokratiet,0.4708495240692505,384.8071755011807,320.60836043886445,0.3922959433608558,Socialdemokratiet (A)
2698,11917,25-29,Men,Holstebro,"H2010 Upper secondary education, General (stx, hf, student courses)",F: SF - Socialistisk Folkeparti,0.0593969927744675,9.23151236223595,8.253520793827443,0.0531044422320577,Socialistisk Folkeparti (F)
2699,20403,80-84,Women,Randers,H1020 Primary school 7th-9th grade,A: Socialdemokratiet,0.5541250869119324,515.5271775347677,461.6489282342696,0.4962129323693373,Socialdemokratiet (A)
2700,4289,80-84,Men,Esbjerg,H1020 Primary school 7th-9th grade,A: Socialdemokratiet,0.4765621419312691,309.1047299120215,260.4609511748611,0.4015656079306086,Socialdemokratiet (A)
2701,6568,50-54,Men,Frederikshavn,H30 Vocational Education and Training (VET),I: Liberal Alliance,0.1142479109993466,107.88376786353216,62.610166499636826,0.0663035864575391,Liberal Alliance (I)
2702,25291,20-24,Women,Syddjurs,"H2010 Upper secondary education, General (stx, hf, student courses)",A: Socialdemokratiet,0.2028938936324265,54.89724478645343,44.16259488662934,0.1632198640262323,Socialdemokratiet (A)
2703,27430,55-59,Women,Vejen,H30 Vocational Education and Training (VET),A: Socialdemokratiet,0.2763613836168389,159.89498822417107,127.2012813963627,0.2198538085211827,Socialdemokratiet (A)
2704,8923,30-34,Men,Guldborgsund,H70 Masters programs,F: SF - Socialistisk Folkeparti,0.0808982783674797,5.337197177116483,5.581104824894402,0.0845952953842944,Socialistisk Folkeparti (F)
2705,21323,20-24,Men,Roskilde,H30 Vocational Education and Training (VET),A: Socialdemokratiet,0.1,36.62188411838266,28.20078145677182,0.0770052719450778,Socialdemokratiet (A)
2706,10867,25-29,Women,Herning,H30 Vocational Education and Training (VET),Other - Right,0.1358738930189775,62.846199665761226,66.40456496530177,0.1435671019735934,Other - Right
2707,11440,85-89,Men,Hjørring,H30 Vocational Education and Training (VET),V: Venstre,0.1134309341997547,24.20028162348493,23.09356451988228,0.1082435584117527,Venstre (V)
2708,3370,65-69,Men,Copenhagen,H30 Vocational Education and Training (VET),Other - Left,0.1337099009647613,372.3020834643927,306.0392285988654,0.1099120224268095,Other - Left
2709,14827,60-64,Women,Kerteminde,H1030 Primary school 10th grade,Other - Left,0.1,15.75499398315283,13.546596976606343,0.0859828762301783,Other - Left
2710,3317,40-44,Men,Copenhagen,"H2010 Upper secondary education, General (stx, hf, student courses)",Did not vote,0.1,85.69395934959351,316.7078962497375,0.3695801882110606,Did not vote
2711,6137,60-64,Women,Fredericia,H30 Vocational Education and Training (VET),Other - Left,0.0342511465727539,25.05203040067901,21.94776575110959,0.0300069946292795,Other - Left
2712,23502,80-84,Men,Slagelse,H70 Masters programs,Other - Right,0.0642494092603579,4.11058499190523,4.468514807618881,0.069843936380356,Other - Right
2713,3380,70-74,Men,Copenhagen,H30 Vocational Education and Training (VET),Æ: Danmarksdemokraterne,0.071518788134042,184.35933957852828,116.58987130643052,0.0452288792290237,Danmarksdemokraterne (Æ)
2714,674,50-54,Men,Aarhus,H30 Vocational Education and Training (VET),Other - Left,0.10192019283923,266.87030080479724,210.86949202501629,0.0805329751054629,Other - Left
2715,27186,80-84,Women,Varde,H1020 Primary school 7th-9th grade,A: Socialdemokratiet,0.4799121360073728,256.3997402473676,195.6600506036536,0.366223587925316,Socialdemokratiet (A)
2716,11681,55-59,Men,Holbæk,H40 Short cycle higher education,V: Venstre,0.0805175885090304,15.710862538105545,15.785246411836091,0.0808988031063969,Venstre (V)
2717,22182,70-74,Women,Rødovre,H30 Vocational Education and Training (VET),A: Socialdemokratiet,0.5207483184737322,206.4809488963208,191.9028817450653,0.4839821955156991,Socialdemokratiet (A)
2718,22966,35-39,Women,Skanderborg,H30 Vocational Education and Training (VET),M: Moderaterne,0.1559880475163019,61.04186670626933,51.28124019884178,0.1310454768908673,Moderaterne (M)
2719,6153,70-74,Women,Fredericia,H1020 Primary school 7th-9th grade,A: Socialdemokratiet,0.6060750742347141,189.26950855489395,164.9564118748242,0.5282201572554411,Socialdemokratiet (A)
2720,19180,65-69,Women,Næstved,H40 Short cycle higher education,V: Venstre,0.0776989157111838,8.24493182060977,8.720233587520138,0.0821780833656975,Venstre (V)
2721,20940,50-54,Women,Ringkøbing-Skjern,H30 Vocational Education and Training (VET),A: Socialdemokratiet,0.2416001003725559,159.30779821362893,111.833247224595,0.1696020160809649,Socialdemokratiet (A)
2722,17541,55-59,Men,Middelfart,H30 Vocational Education and Training (VET),A: Socialdemokratiet,0.3395027533108486,254.65700815722872,200.16173128904492,0.2668509277315486,Socialdemokratiet (A)
2723,2803,80-84,Men,Brøndby,H30 Vocational Education and Training (VET),A: Socialdemokratiet,0.4182199447671337,89.2293589912964,86.77622062099782,0.4067220319127729,Socialdemokratiet (A)
2724,24531,80-84,Women,Stevns,H1020 Primary school 7th-9th grade,A: Socialdemokratiet,0.4990317739959395,97.81879477228564,79.42081161601897,0.4051727339843321,Socialdemokratiet (A)
2725,12443,60-64,Women,Horsens,H30 Vocational Education and Training (VET),Did not vote,0.0362911954588268,44.60771626432162,173.09228711525776,0.1408215113926259,Did not vote
2726,9090,40-44,Women,Guldborgsund,H50 Vocational bachelors educations,A: Socialdemokratiet,0.2759027240034889,105.1881883298401,99.80115686666014,0.2617728423258689,Socialdemokratiet (A)
2727,502,40-44,Women,Aalborg,H50 Vocational bachelors educations,Other - Left,0.1402527851679541,227.04590381336703,207.973146611454,0.1284709944662847,Other - Left
2728,1725,60-64,Women,Assens,H30 Vocational Education and Training (VET),Did not vote,0.0355710664163817,23.234091544682244,83.18971355870768,0.1273622779898982,Did not vote
2729,20751,30-34,Men,Ringkøbing-Skjern,H30 Vocational Education and Training (VET),I: Liberal Alliance,0.1609890058696397,102.8460966533096,82.47633630380253,0.1291034256173879,Liberal Alliance (I)
2730,1,20-24,Men,Aabenraa,H1020 Primary school 7th-9th grade,A: Socialdemokratiet,0.2461811680198958,41.72430062756584,37.49355238638385,0.221218963071056,Socialdemokratiet (A)
2731,8821,55-59,Women,Gribskov,H70 Masters programs,Other - Left,0.2001365594005489,26.3132155649288,23.914913323507985,0.1818952328011374,Other - Left
2732,12088,35-39,Women,Holstebro,H50 Vocational bachelors educations,F: SF - Socialistisk Folkeparti,0.2100655607301252,116.03936577106391,108.31034519571575,0.1960737482941764,Socialistisk Folkeparti (F)
2733,621,25-29,Men,Aarhus,"H2010 Upper secondary education, General (stx, hf, student courses)",Other - Right,0.0861823627074854,284.3533631519533,233.349608472186,0.0707240469114933,Other - Right
2734,28051,65-69,Women,Vesthimmerlands,H1030 Primary school 10th grade,Did not vote,0.1484172339024148,35.652827704851205,96.14332410985716,0.4002298594853601,Did not vote
2735,3450,30-34,Women,Copenhagen,H1020 Primary school 7th-9th grade,F: SF - Socialistisk Folkeparti,0.1,56.34665620223883,39.27669221323267,0.0697054534562994,Socialistisk Folkeparti (F)
2736,5067,45-49,Men,Favrskov,H1020 Primary school 7th-9th grade,V: Venstre,0.1044132336927106,8.095089001302679,8.771079097099948,0.1131323857409561,Venstre (V)
2737,52,45-49,Men,Aabenraa,H1030 Primary school 10th grade,Did not vote,0.1244393787115539,17.893136534205848,55.426834853010114,0.3854707574533469,Did not vote
2738,19750,55-59,Women,Odense,H30 Vocational Education and Training (VET),Æ: Danmarksdemokraterne,0.0474059443548193,107.66843776274312,94.67389093445998,0.0416845019650344,Danmarksdemokraterne (Æ)
2739,27772,75-79,Women,Vejle,H30 Vocational Education and Training (VET),V: Venstre,0.1747138726656768,194.4680955680804,193.54094181464723,0.1738808999235638,Venstre (V)
2740,18009,70-74,Women,Morsø,H30 Vocational Education and Training (VET),Did not vote,0.0319032594441469,7.131675551236397,24.858572515159683,0.111203809352318,Did not vote
2741,20099,80-84,Women,Odsherred,H1020 Primary school 7th-9th grade,A: Socialdemokratiet,0.5277505923836753,198.69115394571187,172.5277508082418,0.4582570531376079,Socialdemokratiet (A)
2742,23375,20-24,Men,Slagelse,H1030 Primary school 10th grade,V: Venstre,0.1143737895542647,53.531438633584166,43.40212354650952,0.0927317754094947,Venstre (V)
2743,8999,70-74,Men,Guldborgsund,H30 Vocational Education and Training (VET),Did not vote,0.0341003397893811,37.16890478198195,148.2884584871236,0.1360461614598269,Did not vote
2744,5020,20-24,Men,Favrskov,"H2010 Upper secondary education, General (stx, hf, student courses)",F: SF - Socialistisk Folkeparti,0.0473514443030936,14.858913191579326,11.877989090230647,0.0378520240065437,Socialistisk Folkeparti (F)
2745,5939,35-39,Men,Fredericia,H30 Vocational Education and Training (VET),Did not vote,0.0393410095959483,21.2575370937502,86.61624285574669,0.1602993999880993,Did not vote
2746,19604,60-64,Men,Odense,"H2010 Upper secondary education, General (stx, hf, student courses)",Did not vote,0.1,14.971512358609132,51.43715884918058,0.343566886344668,Did not vote
2747,22554,50-54,Men,Silkeborg,H70 Masters programs,Other - Left,0.1811183372336435,64.93655186919219,52.13507817828072,0.1454129977553685,Other - Left
2748,7169,50-54,Men,Furesø,H30 Vocational Education and Training (VET),A: Socialdemokratiet,0.2396094461267368,65.18773950852575,55.47971252976284,0.2039258193450385,Socialdemokratiet (A)
2749,25525,60-64,Men,Sønderborg,H70 Masters programs,I: Liberal Alliance,0.1050062447409959,10.357719217818117,6.83566417325736,0.0692997570265786,Liberal Alliance
2750,22000,55-59,Men,Rødovre,H1030 Primary school 10th grade,Did not vote,0.1137330603642828,14.75619817761513,50.30935645734193,0.3877582156311109,Did not vote
2751,28305,40-44,Women,Viborg,H40 Short cycle higher education,Other - Right,0.2681453133639626,41.16443180796748,38.644676787175285,0.2517316166365862,Other - Right
2752,20335,45-49,Women,Randers,H40 Short cycle higher education,I: Liberal Alliance,0.1,21.905589177643293,12.21721710080504,0.0557721456461616,Liberal Alliance (I)
2753,7838,85-89,Men,Gladsaxe,H1020 Primary school 7th-9th grade,Other - Right,0.1,7.460047656870533,7.450919723323011,0.0998776424231135,Other - Right
2754,14803,45-49,Women,Kerteminde,H50 Vocational bachelors educations,Other - Left,0.1290485953077922,20.99107760214889,20.317159579781148,0.1249054933771767,Other - Left
2755,17842,60-64,Men,Morsø,H1030 Primary school 10th grade,Æ: Danmarksdemokraterne,0.1,9.9,18.17710412729144,0.1836071123968832,Danmarksdemokraterne (Æ)
2756,19578,45-49,Men,Odense,H50 Vocational bachelors educations,Other - Left,0.1008522581238773,93.6298821028874,93.99158448634894,0.1012418613287687,Other - Left
2757,3286,25-29,Men,Copenhagen,"H2010 Upper secondary education, General (stx, hf, student courses)",A: Socialdemokratiet,0.0755711207584453,406.24236749144586,327.6809538115486,0.0609567561444868,Socialdemokratiet (A)
2758,21333,25-29,Men,Roskilde,"H2020 Upper secondary education, General (hhx, htx)",M: Moderaterne,0.1066428522645198,15.781365625116107,24.44478802306385,0.1651860795641329,Moderaterne (M)
2759,14451,20-24,Women,Kalundborg,"H2010 Upper secondary education, General (stx, hf, student courses)",Other - Right,0.1656955544725174,61.82751335115026,63.22577245718183,0.1694428395453343,Liberal Alliance (I)
2760,27561,45-49,Men,Vejle,H30 Vocational Education and Training (VET),Æ: Danmarksdemokraterne,0.1070239938005554,155.5009334021895,164.3976038409022,0.1131471544854864,Danmarksdemokraterne (Æ)
2761,536,60-64,Women,Aalborg,H1020 Primary school 7th-9th grade,Other - Right,0.1026939263413142,41.61042955495258,25.17480191856888,0.0621310397785831,Other - Right
2762,3809,60-64,Women,Dragør,H30 Vocational Education and Training (VET),Did not vote,0.0258907266254514,4.484643719051413,15.964498472361756,0.0921661767476554,Did not vote
2763,15076,30-34,Women,Kolding,H70 Masters programs,M: Moderaterne,0.0978149612936958,47.71047885432579,53.7524464053679,0.1102020686196867,Moderaterne (M)
2764,4573,70-74,Men,Faaborg-Midtfyn,H1030 Primary school 10th grade,F: SF - Socialistisk Folkeparti,0.1,6.59438552713662,5.283189234205444,0.0801164750296224,Socialistisk Folkeparti (F)
2765,19616,65-69,Men,Odense,H30 Vocational Education and Training (VET),Æ: Danmarksdemokraterne,0.1032509438754613,192.08939019776508,168.8084463132558,0.0907370854686413,Danmarksdemokraterne (Æ)
2766,20407,80-84,Women,Randers,H30 Vocational Education and Training (VET),Did not vote,0.036479089089087,24.44740934811562,89.79681097095667,0.1339898972803809,Did not vote
2767,11841,60-64,Women,Holbæk,H50 Vocational bachelors educations,A: Socialdemokratiet,0.4379977987368463,284.30736914168097,252.25124465128795,0.3886128249839164,Socialdemokratiet (A)
2768,11720,75-79,Men,Holbæk,H30 Vocational Education and Training (VET),A: Socialdemokratiet,0.4705574786529177,407.8768739028728,323.3327647904858,0.3730210274238749,Socialdemokratiet (A)
2769,7080,80-84,Women,Frederikssund,H30 Vocational Education and Training (VET),A: Socialdemokratiet,0.4225046261789887,202.59282761644744,171.27230274301806,0.3571860914160943,Socialdemokratiet (A)
2770,26913,90-94,Women,Vallensbæk,H40 Short cycle higher education,M: Moderaterne,0.1,0.1963882618510158,0.1841276606749067,0.0937569582517054,Moderaterne (M)
2771,22735,65-69,Women,Silkeborg,H70 Masters programs,F: SF - Socialistisk Folkeparti,0.1309315597171482,17.174253589817575,14.735449496028425,0.1123388201739462,Socialistisk Folkeparti (F)
2772,19326,65-69,Men,Odder,H50 Vocational bachelors educations,A: Socialdemokratiet,0.4019673135431558,43.92550709178828,38.22252897584104,0.3497787118800624,Socialdemokratiet (A)
2773,19616,65-69,Men,Odense,H30 Vocational Education and Training (VET),Other - Right,0.1341218977416261,249.5221116857888,194.023003752672,0.1042902903194735,Other - Right
2774,10353,70-74,Women,Helsingør,H1020 Primary school 7th-9th grade,Did not vote,0.0242355447078114,6.555819872909174,26.046911240632088,0.0962901809552936,Did not vote
2775,26190,20-24,Women,Tårnby,"H2010 Upper secondary education, General (stx, hf, student courses)",F: SF - Socialistisk Folkeparti,0.0856417241753609,42.49147084085215,33.35553390038992,0.067228207861251,Socialistisk Folkeparti (F)
2776,19197,75-79,Women,Næstved,H1030 Primary school 10th grade,Did not vote,0.1,8.27847171197649,27.209787511567445,0.3286812887480543,Did not vote
2777,23643,80-84,Women,Slagelse,H1020 Primary school 7th-9th grade,Did not vote,0.0305043737601347,23.246625121222728,102.82864559258805,0.1349324223214276,Did not vote
2778,4173,20-24,Men,Esbjerg,H40 Short cycle higher education,V: Venstre,0.1,6.843471971066908,6.581361398914934,0.0961699182336081,Venstre (V)
2779,22013,60-64,Men,Rødovre,H30 Vocational Education and Training (VET),A: Socialdemokratiet,0.4506531913078939,266.7120095825707,244.2506994950949,0.4127011654965348,Socialdemokratiet (A)
2780,6400,40-44,Women,Frederiksberg,H30 Vocational Education and Training (VET),V: Venstre,0.1352940703691158,28.742222548562072,28.21256003218556,0.1328008672898671,Venstre (V)
2781,6230,30-34,Men,Frederiksberg,H50 Vocational bachelors educations,M: Moderaterne,0.0873974148061596,55.26630210233931,75.3482859657588,0.1191548041569407,Moderaterne (M)
2782,28180,55-59,Men,Viborg,H1030 Primary school 10th grade,A: Socialdemokratiet,0.3472194489023085,113.12273564130476,78.79483443029632,0.2418532298758026,Socialdemokratiet (A)
2783,23549,30-34,Women,Slagelse,H50 Vocational bachelors educations,A: Socialdemokratiet,0.1800944832689481,130.43326928112705,125.07450028165088,0.1726954144635941,Socialdemokratiet (A)
2784,19524,20-24,Men,Odense,"H2020 Upper secondary education, General (hhx, htx)",Other - Left,0.153383788474217,346.9366382221211,324.0613134441021,0.1432704029436168,Other - Left
2785,19734,45-49,Women,Odense,H70 Masters programs,Other - Left,0.3306196309906886,303.3009035645707,299.5935478177876,0.3265783486385847,Other - Left
2786,13368,70-74,Women,Hørsholm,H50 Vocational bachelors educations,F: SF - Socialistisk Folkeparti,0.1511099038999525,31.75081109845677,18.78849480525511,0.0894190587964176,Socialistisk Folkeparti (F)
2787,27447,65-69,Women,Vejen,H1030 Primary school 10th grade,Æ: Danmarksdemokraterne,0.0849716059056866,22.311175994197203,28.45078114472897,0.1083541523659536,Danmarksdemokraterne (Æ)
2788,11402,65-69,Men,Hjørring,H50 Vocational bachelors educations,F: SF - Socialistisk Folkeparti,0.0803449827387505,14.708483076958911,8.6475071421973,0.0472369454033947,Socialistisk Folkeparti (F)
2789,7504,65-69,Men,Gentofte,H70 Masters programs,Other - Left,0.1607909328494523,114.33640294912222,93.786038725656,0.1318910186606396,Enhedslisten (Ø)
2790,21425,70-74,Men,Roskilde,H30 Vocational Education and Training (VET),Æ: Danmarksdemokraterne,0.0946703528036345,74.56888957349565,75.0323838082427,0.0952587907296507,Danmarksdemokraterne (Æ)
2791,19791,75-79,Women,Odense,H40 Short cycle higher education,A: Socialdemokratiet,0.4417399980771736,47.07302163975856,45.00777769171124,0.4223594521538422,Socialdemokratiet (A)
2792,7624,50-54,Women,Gentofte,H60 Bachelors programs,A: Socialdemokratiet,0.1699332034193706,20.83478178609152,12.43084641096352,0.1013888013571316,Socialdemokratiet (A)
2793,23026,65-69,Women,Skanderborg,H30 Vocational Education and Training (VET),Æ: Danmarksdemokraterne,0.0657054987243349,37.77254997652664,57.43071958260643,0.0999009617994442,Danmarksdemokraterne (Æ)
2794,306,20-24,Men,Aalborg,H30 Vocational Education and Training (VET),Æ: Danmarksdemokraterne,0.1,140.42461602758334,174.74375032420684,0.1244395429145288,Danmarksdemokraterne (Æ)
2795,19539,25-29,Men,Odense,H60 Bachelors programs,A: Socialdemokratiet,0.0968944354062602,110.5482101880978,113.18112170659852,0.0992021568485675,Socialdemokratiet (A)
2796,27905,65-69,Men,Vesthimmerlands,H30 Vocational Education and Training (VET),Æ: Danmarksdemokraterne,0.1526645966614992,94.2903644818864,144.37793804837355,0.2337608916890773,Danmarksdemokraterne (Æ)
2797,9452,70-74,Women,Haderslev,H50 Vocational bachelors educations,V: Venstre,0.1320000041915467,42.11903417327463,54.17144529650951,0.1697719605056522,Venstre (V)
2798,3467,35-39,Women,Copenhagen,H60 Bachelors programs,Other - Right,0.055384055578691,60.09152068684142,49.13388220949941,0.0452848194218466,Other - Right
2799,19546,30-34,Men,Odense,H30 Vocational Education and Training (VET),V: Venstre,0.0827851434413523,151.51839224080973,144.55851706097266,0.0789824746261962,Venstre (V)
2800,22560,55-59,Men,Silkeborg,H30 Vocational Education and Training (VET),V: Venstre,0.1954697573147481,306.73821697523107,269.59545686520806,0.1718004331063063,Venstre (V)
2801,12676,25-29,Women,Hvidovre,H30 Vocational Education and Training (VET),V: Venstre,0.059659303524083,13.134855484930736,14.92226899140047,0.0677778431629746,Venstre (V)
2802,27774,75-79,Women,Vejle,H50 Vocational bachelors educations,F: SF - Socialistisk Folkeparti,0.1299885246399188,66.43162400052516,52.857686241009816,0.1034280397886146,Socialistisk Folkeparti (F)
2803,611,20-24,Men,Aarhus,"H2020 Upper secondary education, General (hhx, htx)",Did not vote,0.0442202745771581,231.178188166119,754.3758311628487,0.1442986756363983,Did not vote
2804,11640,35-39,Men,Holbæk,H30 Vocational Education and Training (VET),I: Liberal Alliance,0.1836908003090246,147.7782865568741,124.67648540027278,0.1549748878302122,Liberal Alliance (I)
2805,19676,20-24,Women,Odense,"H2010 Upper secondary education, General (stx, hf, student courses)",Other - Left,0.2375305842822665,1211.197674594927,1039.889300082324,0.2039349300435539,Other - Left
2806,23694,30-34,Men,Solrød,"H2020 Upper secondary education, General (hhx, htx)",Other - Left,0.1199374968369066,1.9661884727361751,1.1583842566884808,0.0706614396579973,Other - Left
2807,21779,20-24,Women,Rudersdal,H1030 Primary school 10th grade,V: Venstre,0.157647589539751,12.614860869514992,9.54918178518334,0.1193358774292156,Venstre (V)
2808,12884,55-59,Men,Høje-Taastrup,H1030 Primary school 10th grade,A: Socialdemokratiet,0.3783853788229155,48.78662276452989,32.19712778831247,0.2497185028361499,Socialdemokratiet (A)
2809,7936,55-59,Women,Gladsaxe,H70 Masters programs,Did not vote,0.0235352034848472,7.183497873069153,30.195818372903656,0.0989301789121496,Did not vote
2810,23880,50-54,Women,Solrød,H30 Vocational Education and Training (VET),Did not vote,0.0262694120300169,8.816306559629588,31.70695656695913,0.0944752885623678,Did not vote
2811,3086,75-79,Men,Brønderslev,H1020 Primary school 7th-9th grade,A: Socialdemokratiet,0.5517843811752254,150.80253238668,127.18778781109496,0.4653783572442829,Socialdemokratiet (A)
2812,5255,65-69,Women,Favrskov,H1030 Primary school 10th grade,Did not vote,0.1111944776533233,21.320511511527968,59.88950388239429,0.31234626324602,Did not vote
2813,4412,65-69,Women,Esbjerg,H1030 Primary school 10th grade,Æ: Danmarksdemokraterne,0.0783930265424228,56.29596575720237,51.25281826950752,0.0713703635586257,Danmarksdemokraterne (Æ)
2814,24226,75-79,Women,Sorø,H1020 Primary school 7th-9th grade,A: Socialdemokratiet,0.5843681837392457,151.91822797632722,128.50893959682833,0.4943220877889451,Socialdemokratiet (A)
2815,18513,30-34,Women,Nordfyns,H1020 Primary school 7th-9th grade,Other - Left,0.1,4.238709677419354,2.609178681566944,0.0615559658512749,Other - Left
2816,21674,40-44,Men,Rudersdal,H50 Vocational bachelors educations,I: Liberal Alliance,0.0927805167953437,17.187100698396613,32.15105209614444,0.1735598854827554,Liberal Alliance (I)
2817,3506,55-59,Women,Copenhagen,H50 Vocational bachelors educations,F: SF - Socialistisk Folkeparti,0.2343806399781715,883.1031484477339,774.0530137629898,0.2054381088570419,Socialistisk Folkeparti (F)
2818,16017,60-64,Women,Lejre,H30 Vocational Education and Training (VET),A: Socialdemokratiet,0.429836560741852,182.0672568625132,152.48476122072873,0.3599962258900583,Socialdemokratiet (A)
2819,13913,45-49,Women,Ishøj,H30 Vocational Education and Training (VET),F: SF - Socialistisk Folkeparti,0.0571307925582028,12.024080160463988,10.874269853467288,0.0516676242115459,Socialistisk Folkeparti (F)
2820,22862,55-59,Men,Skanderborg,H50 Vocational bachelors educations,I: Liberal Alliance,0.0530053862786997,15.418578817786498,23.228206177674885,0.0798530172955131,Liberal Alliance (I)
